Matrícula	Tempo	Velocidade Média	Endereço	Data da Ocorrencia	Inicio e Fim da Ocorrencia	Nome Linha	Veículo
25866	25	92	Rodovia BR-222, Santa Inês - Maranhão, Brasil	17/02/2026	Início: 01:03, Fim: 01:28	SÃO LUIS(MA) - IMPERATRIZ(MA)	6264
25144	30	92	Br-232 121, Retiro, Bezerros - Pernambuco, 55660-000, Brasil	06/02/2026	Início: 08:45, Fim: 09:15	RECIFE(PE) - CARUARU(PE) - EXPRESSO	6299
25144	19	92	Rodovia Luiz Gonzaga, Santo Aleixo, Jaboatão dos Guararapes - Pernambuco, Brasil	06/02/2026	Início: 10:00, Fim: 10:19	RECIFE(PE) - CARUARU(PE) - EXPRESSO	6299
25144	23	92	Rodovia Governador Mário Covas, Santa Rita - Paraíba, Brasil	10/02/2026	Início: 07:53, Fim: 08:16	RECIFE(PE) - NATAL(RN)	6089
25144	19	92	Povoado Riacho Fundo 17, Pesqueira - Pernambuco, 55200-000, Brasil	16/02/2026	Início: 19:01, Fim: 19:20	RECIFE(PE) - TABIRA(PE)	6028
25144	6	92	Sitio Riacho Do Mel 9421, Arcoverde - Pernambuco, 56518-899, Brasil	16/02/2026	Início: 19:23, Fim: 19:29	RECIFE(PE) - TABIRA(PE)	6028
25165	19	92	Rodovia Br-232, Tacaimbó - Pernambuco, 55140-000, Brasil	06/02/2026	Início: 09:48, Fim: 10:07	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6067
25282	14	92	Rodovia BR-232, Pesqueira - Pernambuco, Brasil	16/02/2026	Início: 13:05, Fim: 13:19	RECIFE(PE) - SALGUEIRO(PE) (DIURNO)	6275
25326	12	92	Rodovia Luiz Gonzaga 14, São Caetano - Pernambuco, 55130-000, Brasil	24/02/2026	Início: 21:58, Fim: 22:10	RECIFE(PE) - ITAPETIM(PE)	6309
25735	37	92	Rodovia BR-232, Sertânia - Pernambuco, Brasil	14/02/2026	Início: 09:26, Fim: 10:03	RECIFE(PE) - TABIRA(PE)	6018
25748	18	92	Rodovia Luiz Gonzaga 130, Caruaru - Pernambuco, 55000-990, Brasil	04/02/2026	Início: 07:37, Fim: 07:55	RECIFE(PE) - TABIRA(PE)	6018
25748	8	92	Rodovia Luiz Gonzaga, Encruzilhada De São João, Bezerros - Pernambuco, Brasil	12/02/2026	Início: 16:54, Fim: 17:02	RECIFE(PE) - TABIRA(PE)	6299
25748	12	92	Rodovia Br-232, Sanharó - Pernambuco, 55250-000, Brasil	16/02/2026	Início: 20:28, Fim: 20:40	RECIFE(PE) - TABIRA(PE)	6048
25748	29	92	Rodovia Luiz Gonzaga, Encruzilhada De São João, Bezerros - Pernambuco, Brasil	28/02/2026	Início: 13:06, Fim: 13:35	RECIFE(PE) - TABIRA(PE)	6038
25883	6	92	Rodovia Governador Mário Covas, Capim - Paraíba, Brasil	08/02/2026	Início: 13:44, Fim: 13:50	RECIFE(PE) - NATAL(RN)	6029
25905	11	92	Sitio Caicara 6, Arcoverde - Pernambuco, 56508-355, Brasil	03/02/2026	Início: 02:15, Fim: 02:26	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (NOTURNO)	6044
25905	42	92	Rodovia Luiz Gonzaga Moreno - Pernambuco, 55630-000, Brasil	03/02/2026	Início: 05:18, Fim: 06:00	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (NOTURNO)	6044
25905	11	92	Rodovia BR-232 500, Tacaimbó - Pernambuco, Brasil	03/02/2026	Início: 23:42, Fim: 23:53	RECIFE(PE) - CABROBÓ(PE) via BELÉM DE SAO FRANCISCO (NOTURNO)	6158
25905	6	92	Rodovia Luiz Gonzaga, Agamenon Magalhães, Caruaru - Pernambuco, 55000-990, Brasil	07/02/2026	Início: 04:22, Fim: 04:28	RECIFE(PE) - CABROBÓ(PE) via BELÉM DE SAO FRANCISCO (NOTURNO)	6118
25905	10	92	Rodovia BR-232, Belo Jardim - Pernambuco, Brasil	14/02/2026	Início: 04:06, Fim: 04:16	RECIFE(PE) - CABROBÓ(PE) via BELÉM DE SAO FRANCISCO (NOTURNO)	6228
25919	22	92	Rodovia Governador Mário Covas, Itapissuma - Pernambuco, 55900-000, Brasil	18/02/2026	Início: 22:40, Fim: 23:02	RECIFE(PE) - NATAL(RN)	6088
25920	24	92	Rodovia BR-232, Sertânia - Pernambuco, Brasil	04/02/2026	Início: 01:34, Fim: 01:58	RECIFE(PE) - SALGUEIRO(PE) (NOTURNO)	6235
25920	15	92	Rodovia Luiz Gonzaga, Vargem Fria, Jaboatão dos Guararapes - Pernambuco, Brasil	04/02/2026	Início: 05:20, Fim: 05:35	RECIFE(PE) - SALGUEIRO(PE) (NOTURNO)	6235
25920	10	92	Rodovia Br-232, Tacaimbó - Pernambuco, 55140-000, Brasil	07/02/2026	Início: 03:22, Fim: 03:32	RECIFE(PE) - SALGUEIRO(PE) (NOTURNO)	6285
25920	8	92	Rodovia Luiz Gonzaga, Bezerros - Pernambuco, Brasil	07/02/2026	Início: 04:50, Fim: 04:58	RECIFE(PE) - SALGUEIRO(PE) (NOTURNO)	6285
25920	11	92	Br-232, São José do Belmonte - Pernambuco, Brasil	11/02/2026	Início: 04:59, Fim: 05:10	RECIFE(PE) - SALGUEIRO(PE) (NOTURNO)	6355
25997	6	92	Rodovia Br-232 70, Flores - Pernambuco, 56850-000, Brasil	03/02/2026	Início: 00:35, Fim: 00:41	RECIFE(PE) - SALGUEIRO(PE) (NOTURNO)	6305
25997	18	92	Rodovia BR-232, Verdejante - Pernambuco, Brasil	10/02/2026	Início: 22:36, Fim: 22:54	RECIFE(PE) - SALGUEIRO(PE) (NOTURNO)	6335
25997	7	92	Rodovia BR-232, Mirandiba - Pernambuco, Brasil	10/02/2026	Início: 22:57, Fim: 23:04	RECIFE(PE) - SALGUEIRO(PE) (NOTURNO)	6335
25997	22	92	Povoado Frexeira Velha 50, Pesqueira - Pernambuco, 55200-000, Brasil	11/02/2026	Início: 02:11, Fim: 02:33	RECIFE(PE) - SALGUEIRO(PE) (NOTURNO)	6335
25997	11	92	Rodovia BR-232, Tacaimbó - Pernambuco, Brasil	11/02/2026	Início: 03:12, Fim: 03:23	RECIFE(PE) - SALGUEIRO(PE) (NOTURNO)	6335
25997	45	92	Rodovia Luiz Gonzaga, Gravatá - Pernambuco, Brasil	11/02/2026	Início: 03:53, Fim: 04:38	RECIFE(PE) - SALGUEIRO(PE) (NOTURNO)	6335
25997	12	92	Rodovia Br-232, São Caetano - Pernambuco, 55140-000, Brasil	12/02/2026	Início: 00:41, Fim: 00:53	RECIFE(PE) - SALGUEIRO(PE) (NOTURNO)	6185
25997	41	92	Rodovia BR-232, Sertânia - Pernambuco, Brasil	13/02/2026	Início: 01:07, Fim: 01:48	RECIFE(PE) - SALGUEIRO(PE) (NOTURNO)	6295
26016	15	92	Rodovia BR-232, Custódia - Pernambuco, Brasil	12/02/2026	Início: 00:50, Fim: 01:05	CRATO(CE) - RECIFE(PE)	6225
26016	27	92	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, 55000-000, Brasil	15/02/2026	Início: 04:27, Fim: 04:54	ARARIPINA(PE) - NATAL(RN)	6188
26016	17	92	Rodovia Luiz Gonzaga Moreno - Pernambuco, Brasil	15/02/2026	Início: 05:37, Fim: 05:54	ARARIPINA(PE) - NATAL(RN)	6188
26035	44	92	Rodovia Luiz Gonzaga, Encruzilhada De São João, Bezerros - Pernambuco, Brasil	03/02/2026	Início: 04:09, Fim: 04:53	RECIFE(PE) - BODOCÓ(PE) via Exu	6345
26035	22	92	Rodovia Luiz Gonzaga, Encruzilhada De São João, Bezerros - Pernambuco, 55000-990, Brasil	05/02/2026	Início: 04:14, Fim: 04:36	RECIFE(PE) - BODOCÓ(PE) via Exu	6245
26035	9	92	Rodovia Luiz Gonzaga, Agamenon Magalhães, Caruaru - Pernambuco, 55000-990, Brasil	06/02/2026	Início: 03:25, Fim: 03:34	RECIFE(PE) - BODOCÓ(PE) via Exu	6225
26035	43	92	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, 55000-990, Brasil	09/02/2026	Início: 03:58, Fim: 04:41	RECIFE(PE) - BODOCÓ(PE) via Exu	6295
26035	43	92	Rodovia Luiz Gonzaga 151, Retiro, Bezerros - Pernambuco, 55660-000, Brasil	18/02/2026	Início: 03:39, Fim: 04:22	RECIFE(PE) - BODOCÓ(PE) via Exu	6275
26035	23	92	Rodovia Luiz Gonzaga, Moreno - Pernambuco, Brasil	19/02/2026	Início: 05:25, Fim: 05:48	RECIFE(PE) - BODOCÓ(PE) via Exu	6159
26035	18	92	Rodovia Luiz Gonzaga, Vargem Fria, Jaboatão dos Guararapes - Pernambuco, 55630-000, Brasil	28/02/2026	Início: 05:42, Fim: 06:00	RECIFE(PE) - BODOCÓ(PE) via Exu	6325
26066	9	92	Br-222, Açailândia - Maranhão, Brasil	02/02/2026	Início: 22:23, Fim: 22:32	SÃO LUIS(MA) - IMPERATRIZ(MA)	6314
26066	5	92	Rodovia BR-222, Bom Jesus das Selvas - Maranhão, Brasil	02/02/2026	Início: 23:15, Fim: 23:20	SÃO LUIS(MA) - IMPERATRIZ(MA)	6314
26066	5	92	Rodovia BR-222, Igarapé do Meio - Maranhão, Brasil	10/02/2026	Início: 03:00, Fim: 03:05	SÃO LUIS(MA) - IMPERATRIZ(MA)	6324
26066	12	92	Br-135, Alto Alegre do Maranhão - Maranhão, Brasil	22/02/2026	Início: 23:24, Fim: 23:36	SÃO LUIS(MA) - ESTREITO(MA) via GRAJAÚ(MA)	6195
26066	6	92	Rodovia BR-135, Peritoró - Maranhão, Brasil	23/02/2026	Início: 01:59, Fim: 02:05	SÃO LUIS(MA) - ESTREITO(MA) via GRAJAÚ(MA)	6175
26066	9	92	Br-135, Alto Alegre do Maranhão - Maranhão, Brasil	27/02/2026	Início: 02:16, Fim: 02:25	SÃO LUIS(MA) - ESTREITO(MA) via GRAJAÚ(MA)	6334
26066	11	92	Br-135 36, Alto Alegre do Maranhão - Maranhão, Brasil	27/02/2026	Início: 02:32, Fim: 02:43	SÃO LUIS(MA) - ESTREITO(MA) via GRAJAÚ(MA)	6334
25448	20	92	Rua 07 11, Caxias - Maranhão, 65607-882, Brasil	20/02/2026	Início: 16:52, Fim: 17:12	RECIFE(PE) - TERESINA(PI)	6274
26097	15	92	Rodovia Br-232 9, São José do Belmonte - Pernambuco, 56950-000, Brasil	17/02/2026	Início: 04:14, Fim: 04:29	RECIFE(PE) - BODOCÓ(PE) via Exu	6275
26097	11	92	Rodovia BR-232, Salgueiro - Pernambuco, Brasil	19/02/2026	Início: 05:22, Fim: 05:33	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6099
26097	13	92	Rodovia BR-232, Sertânia - Pernambuco, Brasil	27/02/2026	Início: 01:11, Fim: 01:24	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6157
26097	9	92	Rodovia BR-232, Flores - Pernambuco, Brasil	28/02/2026	Início: 03:00, Fim: 03:09	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6079
26097	7	92	Rodovia BR-232, Serra Talhada - Pernambuco, Brasil	28/02/2026	Início: 04:31, Fim: 04:38	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6079
26097	16	92	Rodovia BR-232, Verdejante - Pernambuco, Brasil	28/02/2026	Início: 05:17, Fim: 05:33	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6079
26102	11	92	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, Brasil	14/02/2026	Início: 15:38, Fim: 15:49	RECIFE(PE) - CARUARU(PE) - EXPRESSO	6279
26102	7	92	Rodovia Luiz Gonzaga, Moreno - Pernambuco, Brasil	26/02/2026	Início: 17:19, Fim: 17:26	RECIFE(PE) - CARUARU(PE) - EXPRESSO	6159
26125	5	92	Rodovia Santos Dumont, Jati - Ceará, Brasil	15/02/2026	Início: 03:04, Fim: 03:09	CRATO(CE) - RECIFE(PE)	6225
26126	8	92	Rodovia Governador Antônio Mariz, Assunção - Paraíba, Brasil	01/02/2026	Início: 00:23, Fim: 00:31	IGUATU(CE) - RECIFE(PE)	6295
26126	6	92	Rod. Mun. Gov. Sólon de Lucena, Itabaiana - Paraíba, Brasil	19/02/2026	Início: 13:56, Fim: 14:02	CAMPINA GRANDE(PB) - RECIFE(PE)	6086
26126	8	92	Sitio Riacho Do Mel 9421, Arcoverde - Pernambuco, 56518-899, Brasil	20/02/2026	Início: 21:41, Fim: 21:49	CAMPINA GRANDE(PB) - PETROLINA(PE)	6027
26133	21	92	Rodovia BR-232, Serra Talhada - Pernambuco, Brasil	04/02/2026	Início: 23:25, Fim: 23:46	RECIFE(PE) - SALGUEIRO(PE) (NOTURNO)	6325
26133	12	92	Rodovia Luiz Gonzaga, Caruaru - Pernambuco, Brasil	05/02/2026	Início: 04:45, Fim: 04:57	RECIFE(PE) - SALGUEIRO(PE) (NOTURNO)	6325
26133	25	92	Rodovia Luiz Gonzaga 100, Gravatá - Pernambuco, 55643-465, Brasil	05/02/2026	Início: 05:07, Fim: 05:32	RECIFE(PE) - SALGUEIRO(PE) (NOTURNO)	6325
26134	9	92	Rodovia Pe-060, Ipojuca - Pernambuco, 55590-000, Brasil	05/02/2026	Início: 16:35, Fim: 16:44	RECIFE(PE) - SÃO JOSÉ DA COROA GRANDE(PE)	2262
26164	35	92	Sitio Riacho Do Mel 9421, Arcoverde - Pernambuco, 56518-899, Brasil	16/02/2026	Início: 12:03, Fim: 12:38	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6199
26171	15	92	Rodovia Governador Mário Covas, Goiana - Pernambuco, Brasil	16/02/2026	Início: 14:45, Fim: 15:00	RECIFE(PE) - NATAL(RN)	6274
26171	17	92	Rodovia Governador Mário Covas, Conde - Paraíba, 58322-000, Brasil	17/02/2026	Início: 07:37, Fim: 07:54	RECIFE(PE) - NATAL(RN)	6185
26171	15	92	Rodovia Governador Mário Covas, Santa Rita - Paraíba, 58301-000, Brasil	22/02/2026	Início: 15:45, Fim: 16:00	RECIFE(PE) - NATAL(RN)	6127
26171	12	92	Rodovia Governador Mário Covas, Pedras de Fogo - Paraíba, 58326-000, Brasil	23/02/2026	Início: 07:15, Fim: 07:27	RECIFE(PE) - NATAL(RN)	6089
26171	29	92	Rodovia Governador Mário Covas, Goiana - Pernambuco, Brasil	23/02/2026	Início: 16:48, Fim: 17:17	RECIFE(PE) - NATAL(RN)	6017
26171	8	92	Br-101, Paratibe, Paulista - Pernambuco, 53413-010, Brasil	24/02/2026	Início: 09:12, Fim: 09:20	RECIFE(PE) - NATAL(RN)	6245
26171	5	92	Rodovia Governador Mário Covas, Conde - Paraíba, 58322-000, Brasil	24/02/2026	Início: 11:00, Fim: 11:05	RECIFE(PE) - NATAL(RN)	6245
26172	9	92	Rodovia Mestre Domiguinhos, Jose Maria Dourado, Garanhuns - Pernambuco, Brasil	21/02/2026	Início: 01:42, Fim: 01:51	PENEDO(AL) - RECIFE(PE)	6069
26179	25	92	Volta Do Moxotó, Jatobá, Pernambuco, Brasil	19/02/2026	Início: 00:20, Fim: 00:45	MACEIÓ(AL) - PETROLINA(PE)	6027
26203	24	92	Rodovia Governador Mário Covas, Nísia Floresta - Rio Grande do Norte, Brasil	27/02/2026	Início: 03:57, Fim: 04:21	RECIFE(PE) - NATAL(RN)	6033
26213	20	92	Sitio Xavier 44, Taquaritinga do Norte - Pernambuco, 55790-000, Brasil	06/02/2026	Início: 03:49, Fim: 04:09	MACEIÓ(AL) - CAMPINA GRANDE(PB)	6054
26221	5	92	Rodovia Luiz Gonzaga 266, Vargem Fria, Jaboatão dos Guararapes - Pernambuco, 54125-010, Brasil	12/02/2026	Início: 04:59, Fim: 05:04	PENEDO(AL) - RECIFE(PE)	6077
26228	22	92	Rodovia BR-232 1016, Serra Talhada - Pernambuco, 56915-899, Brasil	06/02/2026	Início: 20:12, Fim: 20:34	RECIFE(PE) - FLORIANO(PI)	6208
26228	15	92	Rodovia BR-232, Verdejante - Pernambuco, Brasil	06/02/2026	Início: 21:07, Fim: 21:22	RECIFE(PE) - FLORIANO(PI)	6208
26228	25	92	Rodovia Br-232, São José do Belmonte - Pernambuco, 56950-000, Brasil	08/02/2026	Início: 22:39, Fim: 23:04	RECIFE(PE) - FLORIANO(PI)	6208
26235	18	92	Rodovia Br-232, Mirandiba - Pernambuco, 56980-000, Brasil	04/02/2026	Início: 11:01, Fim: 11:19	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6039
26235	23	92	Rodovia BR-232, Serra Talhada - Pernambuco, Brasil	07/02/2026	Início: 11:26, Fim: 11:49	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6067
26235	32	92	Rodovia BR-232, Sertânia - Pernambuco, Brasil	07/02/2026	Início: 13:37, Fim: 14:09	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6067
26235	23	92	Br-316 6, Ouricuri - Pernambuco, Brasil	10/02/2026	Início: 08:26, Fim: 08:49	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6097
26235	12	92	Rodovia BR-232, Serra Talhada - Pernambuco, Brasil	12/02/2026	Início: 14:40, Fim: 14:52	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6209
26235	12	92	Fazenda Jatoba 810, Serra Talhada - Pernambuco, 56915-899, Brasil	18/02/2026	Início: 15:06, Fim: 15:18	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6089
26235	12	92	Br-316 253397, Bodocó - Pernambuco, 56220-000, Brasil	27/02/2026	Início: 18:46, Fim: 18:58	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6083
26238	12	92	Br-135, Alto Alegre do Maranhão - Maranhão, Brasil	25/02/2026	Início: 11:31, Fim: 11:43	SÃO LUIS(MA) X RECIFE(PE) ( SLZ X THE ) IN	6185
26239	15	92	Rodovia Luiz Gonzaga, Vitória de Santo Antão - Pernambuco, Brasil	12/02/2026	Início: 05:26, Fim: 05:41	RECIFE(PE) - PETROLÂNDIA(PE) via Garanhuns (NOTURNO)	6067
26239	9	92	Rodovia Luiz Gonzaga 15, São Caetano - Pernambuco, 55130-000, Brasil	12/02/2026	Início: 22:27, Fim: 22:36	CRATO(CE) - RECIFE(PE)	6053
26239	23	92	Rodovia Br-232, Tacaimbó - Pernambuco, 55140-000, Brasil	12/02/2026	Início: 22:39, Fim: 23:02	CRATO(CE) - RECIFE(PE)	6053
26239	6	92	Rodovia Hélio Nogueira Lopes, São Sebastião - Alagoas, Brasil	14/02/2026	Início: 21:36, Fim: 21:42	PENEDO(AL) - RECIFE(PE)	6057
26239	17	92	Rodovia Luiz Gonzaga, Vitória de Santo Antão - Pernambuco, Brasil	15/02/2026	Início: 04:54, Fim: 05:11	PENEDO(AL) - RECIFE(PE)	6057
26239	15	92	Rodovia Br-232, Tacaimbó - Pernambuco, 55140-000, Brasil	18/02/2026	Início: 22:33, Fim: 22:48	CRATO(CE) - RECIFE(PE)	6053
26239	9	92	Rodovia Luiz Gonzaga, Agamenon Magalhães, Caruaru - Pernambuco, 55000-990, Brasil	25/02/2026	Início: 04:10, Fim: 04:19	CRATO(CE) - RECIFE(PE)	6063
26249	34	92	Rodovia Governador Antônio Mariz, Santa Rita - Paraíba, Brasil	01/02/2026	Início: 12:17, Fim: 12:51	CAMPINA GRANDE(PB) - RECIFE(PE)	6118
26249	23	92	Rodovia Governador Mário Covas, Vila Rural, Igarassu - Pernambuco, Brasil	01/02/2026	Início: 14:00, Fim: 14:23	CAMPINA GRANDE(PB) - RECIFE(PE)	6118
26249	6	92	Rodovia Governador Mário Covas, Tabatinga, Igarassu - Pernambuco, Brasil	11/02/2026	Início: 08:19, Fim: 08:25	CAMPINA GRANDE(PB) - RECIFE(PE)	6146
26249	7	92	Br-101 841, Paratibe, Paulista - Pernambuco, 53416-710, Brasil	13/02/2026	Início: 08:03, Fim: 08:10	CAMPINA GRANDE(PB) - RECIFE(PE)	6026
26261	15	92	Rua Severino Eloi de Brito, Sertânia - Pernambuco, 56610, Brasil	03/02/2026	Início: 13:52, Fim: 14:07	RECIFE(PE) - SÃO JOSÉ DO EGITO(PE) (DIURNO)	6169
26261	13	92	Rodovia BR-232, Serra Talhada - Pernambuco, Brasil	06/02/2026	Início: 11:34, Fim: 11:47	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6027
26261	13	92	Rodovia BR-232, Sertânia - Pernambuco, Brasil	06/02/2026	Início: 14:13, Fim: 14:26	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6027
26261	8	92	Rodovia BR-232, Flores - Pernambuco, Brasil	09/02/2026	Início: 12:41, Fim: 12:49	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6107
26261	13	92	Rodovia BR-232, Custódia - Pernambuco, Brasil	21/02/2026	Início: 13:34, Fim: 13:47	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6077
26261	12	92	Rodovia BR-232, Sertânia - Pernambuco, Brasil	21/02/2026	Início: 13:54, Fim: 14:06	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6077
26261	6	92	Rodovia BR-232, Verdejante - Pernambuco, Brasil	23/02/2026	Início: 15:20, Fim: 15:26	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6109
26261	7	92	Sitio Impueira 5, Sertânia - Pernambuco, 56600-000, Brasil	26/02/2026	Início: 13:44, Fim: 13:51	RECIFE(PE) - ARARIPINA(PE) (PINGA)	6137
26262	10	92	Br-110, Sertânia - Pernambuco, Brasil	09/02/2026	Início: 02:05, Fim: 02:15	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6285
26262	18	92	Rodovia BR-232, Verdejante - Pernambuco, Brasil	14/02/2026	Início: 22:40, Fim: 22:58	JUAZEIRO(BA) - RECIFE(PE)	6295
26262	13	92	Rodovia BR-232, Sertânia - Pernambuco, Brasil	15/02/2026	Início: 01:14, Fim: 01:27	JUAZEIRO(BA) - RECIFE(PE)	6295
26287	11	92	Rodovia BR-232, Buíque - Pernambuco, Brasil	01/02/2026	Início: 00:54, Fim: 01:05	CRATO(CE) - RECIFE(PE)	6053
26287	23	92	Rodovia Santos Dumont, Jati - Ceará, Brasil	02/02/2026	Início: 02:42, Fim: 03:05	CRATO(CE) - RECIFE(PE)	6245
26287	26	92	Ce-293, Abaiara - Ceará, Brasil	07/02/2026	Início: 04:07, Fim: 04:33	CRATO(CE) - RECIFE(PE)	6063
26287	14	92	Rodovia BR-232, Sertânia - Pernambuco, Brasil	11/02/2026	Início: 00:18, Fim: 00:32	CRATO(CE) - RECIFE(PE)	6159
26287	10	92	Rodovia BR-232 20, Serra Talhada - Pernambuco, 56907-090, Brasil	12/02/2026	Início: 00:24, Fim: 00:34	CRATO(CE) - RECIFE(PE)	6275
26287	16	92	Pe-430, São José do Belmonte - Pernambuco, Brasil	22/02/2026	Início: 01:46, Fim: 02:02	CRATO(CE) - RECIFE(PE)	6345
26287	34	92	Estrada Do Sitio Formigas 4, Salgueiro - Pernambuco, 56000-000, Brasil	24/02/2026	Início: 03:31, Fim: 04:05	MACEIÓ(AL) - CRATO(CE) - via CARUARU(PE)	6149
26287	18	92	Rodovia Santos Dumont, Brejo Santo - Ceará, Brasil	28/02/2026	Início: 02:54, Fim: 03:12	CRATO(CE) - RECIFE(PE)	6345
26287	8	92	Rodovia BR-232 10, São José do Belmonte - Pernambuco, 56950-000, Brasil	28/02/2026	Início: 20:32, Fim: 20:40	CRATO(CE) - MACEIÓ(AL) via Recife	6129
26287	25	92	Br-232, Custódia - Pernambuco, Brasil	28/02/2026	Início: 22:20, Fim: 22:45	CRATO(CE) - MACEIÓ(AL) via Recife	6129
26316	9	92	Dom Expedito Lopes, Piauí, Brasil	19/02/2026	Início: 19:49, Fim: 19:58	SÃO LUIS(MA) X RECIFE(PE) ( THE X ARRP )	6314
26318	13	92	BR 423 - Rodovia Mestre Domiguinhos, Cachoeirinha - Pernambuco, Brasil	01/02/2026	Início: 16:37, Fim: 16:50	RECIFE(PE) - ÁGUAS BELAS(PE) via DERBY	6014
26318	12	92	Rodovia Luiz Gonzaga, São Caetano - Pernambuco, Brasil	03/02/2026	Início: 08:28, Fim: 08:40	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6039
26318	12	92	Sitio Fama 201, Jucati - Pernambuco, 55398-000, Brasil	19/02/2026	Início: 19:24, Fim: 19:36	RECIFE(PE) - BOM CONSELHO(PE) via DERBY	6127
26318	8	92	Rodovia Luiz Gonzaga, Agamenon Magalhães, Caruaru - Pernambuco, Brasil	21/02/2026	Início: 18:01, Fim: 18:09	RECIFE(PE) - PETROLINA(PE) via Salgueiro (PINGA)	6057
26354	5	92	BR-110, Petrolândia - Pernambuco, Brasil	01/02/2026	Início: 20:22, Fim: 20:27	RECIFE(PE) - PETROLÂNDIA(PE) via Garanhuns (NOTURNO)	6199
26354	11	92	Rodovia Mestre Domiguinhos, Jupi - Pernambuco, Brasil	02/02/2026	Início: 02:12, Fim: 02:23	RECIFE(PE) - PETROLÂNDIA(PE) via Garanhuns (NOTURNO)	6199
26354	14	92	Sitio Santana 6140, Lajedo - Pernambuco, 55385-000, Brasil	02/02/2026	Início: 02:26, Fim: 02:40	RECIFE(PE) - PETROLÂNDIA(PE) via Garanhuns (NOTURNO)	6199
26354	22	92	Rodovia Pe 270 4, Itaíba - Pernambuco, 56550-000, Brasil	07/02/2026	Início: 23:23, Fim: 23:45	RECIFE(PE) - PETROLÂNDIA(PE) via Garanhuns (NOTURNO)	6089
26354	8	92	Rodovia Hélio Nogueira Lopes, Penedo - Alagoas, Brasil	16/02/2026	Início: 05:31, Fim: 05:39	PENEDO(AL) - RECIFE(PE)	6087
26354	12	92	Rodovia Luiz Gonzaga, São Caetano - Pernambuco, 55130-000, Brasil	26/02/2026	Início: 21:58, Fim: 22:10	CRATO(CE) - RECIFE(PE)	6053
26354	10	92	Rodovia Br-232 54, Belo Jardim - Pernambuco, 55159-899, Brasil	26/02/2026	Início: 22:42, Fim: 22:52	CRATO(CE) - RECIFE(PE)	6053
26356	16	92	Sitio Favela De Cima 8, Parnamirim - Pernambuco, 56163-000, Brasil	09/02/2026	Início: 05:09, Fim: 05:25	RECIFE(PE) - ARARIPINA(PE) (LEITO_CAMA)	6157
26357	31	92	Rodovia BR-316, Belém do São Francisco - Pernambuco, Brasil	05/02/2026	Início: 03:23, Fim: 03:54	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6285
26357	9	92	Br-110, Ibimirim - Pernambuco, 56580-000, Brasil	07/02/2026	Início: 00:56, Fim: 01:05	RECIFE(PE) - PETROLINA(PE) (ANTIGO JUAZEIRO)	6165
26362	8	92	Rodovia Governador Mário Covas, Caaporã - Paraíba, 58326-000, Brasil	06/02/2026	Início: 02:51, Fim: 02:59	RECIFE(PE) - NATAL(RN)	6157
26362	18	92	Rodovia Governador Mário Covas, Flexeiras - Alagoas, Brasil	08/02/2026	Início: 02:25, Fim: 02:43	RECIFE(PE) - ARACAJU(SE)	6139
26362	12	92	Rodovia Governador Mário Covas, Porto Real do Colégio - Alagoas, Brasil	08/02/2026	Início: 05:22, Fim: 05:34	RECIFE(PE) - ARACAJU(SE)	6139
26362	13	92	Rodovia Governador Mário Covas, Teotônio Vilela - Alagoas, 57270-000, Brasil	19/02/2026	Início: 01:20, Fim: 01:33	RECIFE(PE) - ARACAJU(SE)	6067
26362	13	92	Rodovia Governador Mário Covas, Rio Largo - Alagoas, 57100-000, Brasil	19/02/2026	Início: 02:46, Fim: 02:59	RECIFE(PE) - ARACAJU(SE)	6067
