VEÍCULO;DATA;MOTORISTA IDENTIFICADO?;MATRÍCULA MOTORISTA;CULPADO?;LANÇADO NO GLOBUS?;MÊS DE LANÇAMENTO;GERENTE;DESCRIÇÃO DE AVARIA;TIPO DE AVARIA;CAUSA DE AVARIA;AÇÃO TOMADA;HORÁRIO;VALOR DA AVARIA;VALOR COBRADO
6045;29/08/2024;SIM;26399;SIM;SIM;;RINALDO;DIANTEIRO;;;;;2995;2995
6054;31/08/2024;SIM;26510;SIM;SIM;;RINALDO;LATERAL;;;;;1739,45;1739,45
6119;02/09/2024;NÃO;NÃO;NÃO;NÃO;;;DIANTEIRO;;;;;215;0
6098;02/09/2024;SIM;25985;NÃO;NÃO;;LUIZ;LATERAL;;;;;195;0
6035;05/09/2024;SIM;26523;NÃO;NÃO;;LUIZ;LATERAL;;;;;1215;0
6034;10/09/2024;NÃO;NÃO;NÃO;NÃO;;;DIANTEIRO;;;;;165;0
6083;07/09/2024;SIM;24785;SIM;SIM;;FABIO;DIANTEIRO;;;;;4108,58;4108,58
6116;10/09/2024;NÃO;NÃO;NÃO;NÃO;;;TRASEIRA;;;;;115;0
6132;17/09/2024;SIM;26509;SIM;NÃO;;RINALDO;LATERAL;;;;;2128;2128
6063;17/09/2024;SIM;25973;SIM;SIM;;DENIS;DIANTEIRO;;;;;4457;4457
6024;21/09/2024;NÃO;NÃO;NÃO;NÃO;;;LATERAL;;;;;115;0
6234;21/09/2024;NÃO;NÃO;NÃO;NÃO;;;LATERAL;;;;;115;0
6038;21/09/2024;SIM;26463;SIM;SIM;;RINALDO;LATERAL;;;;;3997,19;3997,19
6068;22/09/2024;SIM;25684;NÃO;NÃO;;LUIZ;LATERAL;;;;;2825,98;0
2222;23/09/2024;SIM;26134;SIM;SIM;;RINALDO;LATERAL;;;;;115;115
6057;23/09/2024;SIM;26213;SIM;SIM;;LUIZ;DIANTEIRO;;;;;195;195
6157;21/09/2024;NÃO;NÃO;NÃO;NÃO;;;LATERAL;;;;;4713,38;0
6044;24/09/2024;NÃO;NÃO;NÃO;NÃO;;;LATERAL;;;;;650;0
6035;25/09/2024;NÃO;25925;NÃO;NÃO;;LUIZ;LATERAL;;;;;400;0
6314;03/09/2024;SIM;26207;NÃO;NÃO;;PEDRO;INTERNO;;;;;15000;0
6059;07/09/2024;SIM;26404;NÃO;NÃO;;RINALDO;INTERNO;;;;;70763,36;0
6078;19/09/2024;NÃO;;;NÃO;;;PNEU;;;;;665;0
6304;20/09/2024;NÃO;;;NÃO;;;PNEU;;;;;665;0
6062;23/09/2024;NÃO;;;NÃO;;;PNEU;;;;;665;0
6048;26/09/2024;NÃO;;;NÃO;;;PNEU;;;;;665;0
6029;27/09/2024;NÃO;;;NÃO;;;PNEU;;;;;665;0
6274;29/09/2024;SIM;Manobra;NÃO;NÃO;;MANUTENÇÃO;DIANTEIRO;;;;;1370;0
6018;29/09/2024;SIM;22875;SIM;NÃO;;LUIZ;LATERAL;;;;;1666,89;1666,89
6139;29/09/2024;SIM;Manobra;NÃO;NÃO;;MANUTENÇÃO;LATERAL;;;;;3205,95;0
6156;29/09/2024;SIM;Manobra;NÃO;NÃO;;MANUTENÇÃO;TRASEIRA;;;;;2132;0
6309;30/09/2024;NÃO;;;NÃO;;;PNEU;;;;;665;0
6049;30/09/2024;SIM;26203;SIM;NÃO;;RINALDO;INTERNA;;;;;200;200
6199;11/09/2024;SIM;26097;SIM;NÃO;;DENIS;PNEU;;;;;665;665
6254;30/09/2024;NÃO;;;NÃO;;;LATERAL;;;;;665;0
6179;30/09/2024;NÃO;;;NÃO;;;LATERAL;;;;;1369,57;0
6038;06/10/2024;SIM;26480;SIM;SIM;;RINALDO;LATERAL;;;;;120;120
6054;06/10/2024;SIM;26379;NÃO;;;DENIS;PNEU;;;;;665;0
6208;03/10/2024;NÃO;-;;;;-;PNEU;;;;;665;0
6224;04/10/2024;NÃO;-;;;;;CUSTO DE SERVIÇO;;;;;1429,59;0
6093;06/10/2024;NÃO;-;;;;-;PNEU;;;;;665;0
6099;02/10/2024;SIM;22863;SIM;SIM;;RINALDO;LATERAL;;;;;85;85
6145;12/10/2024;NÃO;;;;;;LATERAL;;;;;1390;0
6139;11/10/2024;SIM;25716;SIM;SIM;;LUIZ;LATERAL;;;;;1305;1305
6219;14/10/2024;NÃO;-;;;;-;PNEU;;;;;2405;0
6109;10/10/2024;NÃO;-;;;;-;PNEU;;;;;665;0
6139;17/10/2024;SIM;25700;SIM;SIM;;LUIZ;LATERAL;;;;;95;95
6087;19/10/2024;NÃO;-;;;;-;PNEU;;;;;710;0
6108;21/10/2024;NÃO;-;;;;-;PNEU;;;;;710;0
6033;22/10/2024;NÃO;-;;;;-;PNEU;;;;;710;0
6129;23/10/2024;SIM;26406;SIM;NÃO;;LUIZ;LATERAL;;;;;915;915
6117;23/10/2024;SIM;26091;SIM;NÃO;;PEDRO;LATERAL;;;;;1515;1515
6324;23/10/2024;SIM;26356;SIM;SIM;;DENIS;LATERAL;;;;;3395;3395
6208;24/10/2024;NÃO;-;;;;-;PNEU;;;;;695;0
6249;25/10/2024;NÃO;-;;;;-;PNEU;;;;;695;0
6043;25/10/2024;NÃO;-;;;;-;PNEU;;;;;695;0
6099;26/10/2024;SIM;MANOBRA;;;;-;LATERAL;;;;;1177;0
6078;29/10/2024;SIM;25990;SIM;SIM;;RINALDO;FRONTAL;;;;;200;200
6314;31/10/2024;SIM;26519;NÃO;;;PEDRO;PNEU;;;;;695;0
6127;01/11/2024;;;;;;;PNEU;;;;;695;0
6018;02/11/2024;;;;;;;PNEU;;;;;695;0
6054;02/11/2024;;;;;;;PNEU;;;;;695;0
6144;05/11/2024;SIM;22875;SIM;SIM;;LUIZ;LATERAL;;;;;365;365
6314;05/11/2024;;;;;;;PNEU;;;;;695;0
6138;08/11/2024;;;;;;;PNEU;;;;;710;0
6279;09/11/2024;;;;;;;PNEU;;;;;710;0
6269;11/11/2024;SIM;23119;SIM;SIM;;DENIS;FRONTAL;;;;;1815;1815
6074;12/11/2024;SIM;26482;NÃO;;;RINALDO;LATERAL;;;;;1136,46;0
6199;12/11/2024;SIM;25323;SIM;SIM;;DENIS;LATERAL;;;;;1323;1323
6127;13/11/2024;SIM;26287;SIM;SIM;;DENIS;LATERAL;;;;;1993,09;1993,09
6058;13/11/2024;SIM;26612;SIM;SIM;;DENIS;FRONTAL;;;;;2032;2032
6314;15/11/2024;;;;;;;PNEU;;;;;1188,3;0
6057;16/11/2024;;;;;;;PNEU;;;;;710;0
2262;16/11/2024;;;;;;;LATERAL;;;;;85;0
6059;16/11/2024;SIM;26375;NÃO;;;LUIZ;FRONTAL;;;;;95;0
6025;18/11/2024;;;;;;;PNEU;;;;;710;0
6018;18/11/2024;SIM;26537;SIM;SIM;45642;RINALDO;FRONTAL;;;;;95;95
6219;19/11/2024;SIM;25293;NÃO;;;RINALDO;LATERAL;;;;;1465;0
6269;19/11/2024;;;;;;;LATERAL;;;;;115;0
6088;21/11/2024;SIM;18805;NÃO;;;RINALDO;LATERAL;;;;;125;0
6208;19/11/2024;-;-;;;;;PNEU;;;;;710;0
6083;20/11/2024;-;-;;;;;PNEU;;;;;710;0
6269;20/11/2024;-;-;;;;;PNEU;;;;;710;0
6299;20/11/2024;-;-;;;;;PNEU;;;;;710;0
6034;22/11/2024;SIM;26595;SIM;SIM;;;TRASEIRA;;;;;125;125
6069;22/11/2024;;-;;;;;LATERAL;;;;;105;0
6159;22/11/2024;SIM;26237;NÃO;;;;LATERAL;;;;;525,85;0
6024;23/11/2024;;-;;;;;LATERAL;;;;;135;0
6259;25/11/2024;;-;;;;;LATERAL;;;;;3602,66;0
6109;25/11/2024;SIM;26428;NÃO;;;;DIANTEIRO;;;;;95;0
2212;26/11/2024;;-;;;;;LATERAL;;;;;47;0
2252;23/11/2024;SIM;26132;NÃO;;;;FRONTAL;;;;;2330;0
6228;26/11/2024;SIM;26590;NÃO;;;;LATERAL;;;;;175;0
6155;26/11/2024;SIM;26211;SIM;SIM;;;FRONTAL;;;;;1951;1951
6254;27/11/2024;SIM;26316;NÃO;;;;LATERAL;;;;;3630,66;0
6229;28/11/2024;SIM;24436;NÃO;;;;LATERAL;;;;;195;0
6157;28/11/2024;SIM;26380;NÃO;;;;LATERAL;;;;;675,18;0
6119;13/11/2024;;;;;;;PNEU;;;;;710;0
6083;19/11/2024;;;;;;;PNEU;;;;;710;0
6299;21/11/2024;;;;;;;PNEU;;;;;710;0
6058;22/11/2024;;;;;;;PNEU;;;;;710;0
6269;22/11/2024;;;;;;;PNEU;;;;;710;0
6259;23/11/2024;;;;;;;PNEU;;;;;710;0
6129;23/11/2024;;;;;;;PNEU;;;;;710;0
6035;25/11/2024;;;;;;;PNEU;;;;;710;0
6025;27/11/2024;;;;;;;PNEU;;;;;710;0
6149;29/11/2024;SIM;26626;DESLIGADO;;;;PNEU;;;;;5104;DESLIGADO
6159;30/11/2024;SIM;26275;NÃO;;;;PNEU;;;;;3392;0
6254;30/11/2024;SIM;26238;SIM;SIM;;;PNEU;;;;;2420;2420
6083;19/11/2024;;-;;;;;INTERNO;;;;;768,29;0
6099;19/11/2024;;-;;;;;INTERNO;;;;;553,29;0
6119;19/11/2024;;-;;;;;INTERNO;;;;;553,29;0
6067;01/12/2024;;;;;;;;;;;;710;0
6127;01/12/2024;SIM;25899;NÃO;NÃO;;LUIZ;;;;;;905;0
6149;02/12/2024;SIM;26626;DESLIGADO;NÃO;;LUIZ;;;;;;13787,59;0
6034;02/12/2024;SIM;26595;SIM;SIM;;RINALDO;;;;;;105;0
6063;02/12/2024;SIM;26276;SIM;SIM;;DENIS;;;;;;115;115
6159;02/12/2024;SIM;26275;SIM;SIM;;DENIS;;;;;;2515;2515
6137;02/12/2024;;;;;;;;;;;;710;0
6055;03/12/2024;;;;;;;;;;;;710;0
6039;06/12/2024;SIM;26262;NÃO;NÃO;;DENIS;;;;;;729;0
6057;05/12/2024;;;;;;;;;;;;710;0
6099;06/12/2024;;;;;;;;;;;;710;0
6125;07/12/2024;;;;;;;;;;;;710;0
6138;08/12/2024;;;;;;;;;;;;710;0
6043;10/12/2024;;;;;;;;;;;;710;0
6137;13/12/2024;SIM;26380;NÃO;NÃO;;DENIS;;;;;;1713,09;0
6038;13/12/2024;;;;;;;;;;;;710;0
6129;14/12/2024;SIM;25628;SIM;SIM;;LUIZ;;;;;;135;135
6125;16/12/2024;;;;;;;;;;;;710;0
6026;16/12/2024;;;;;;;;;;;;710;0
6069;16/12/2024;SIM;26091;SIM;SIM;;PEDRO;;;;;;195;195
6157;16/12/2024;SIM;26536;SIM;SIM;;RINALDO;;;;;;492;492
6157;18/12/2024;;-;;;;;;;;;;1603;0
6145;19/12/2024;SIM;25905;SIM;SIM;;RINALDO;;;;;;135;135
6117;23/12/2024;SIM;26030;SIM;SIM;;RINALDO;;;;;;135;135
6049;23/12/2024;SIM;26477;SIM;SIM;;RINALDO;;;;;;165;165
6199;23/12/2024;SIM;26377;SIM;SIM;;LUIZ;;;;;;6203;0
2319;26/12/2024;SIM;FREELANCER;NÃO;NÃO;;RINALDO;;;;;;215;0
6058;26/12/2024;SIM;25735;SIM;SIM;;RINALDO;;;;;;200;200
6099;26/12/2024;NÃO;-;;;;;;;;;;556,42;0
6137;26/12/2024;NÃO;-;;;;;;;;;;556,42;0
6204;27/12/2024;NÃO;-;;;;;;;;;;710;0
6068;29/12/2024;NÃO;-;;;;;;;;;;710;0
6015;29/12/2024;NÃO;-;;;;;;;;;;710;0
6179;29/12/2024;NÃO;-;;;;;;;;;;2420;0
6106;29/12/2024;NÃO;-;;;;;;;;;;710;0
6156;30/12/2024;NÃO;-;;;;;;;;;;710;0
6073;05/01/2025;NÃO;-;;-;;-;PNEU;;;;;710;0
6058;06/01/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6334;07/01/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6083;07/01/2025;SIM;26590;NÃO;NÃO;-;LUIZ;LATERAL;;;;-;785;0
6169;08/01/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6289;09/01/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6264;10/01/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6037;11/01/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6029;12/01/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6128;13/01/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6036;14/01/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6038;11/01/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6126;17/01/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6017;17/01/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6103;19/01/2025;NÃO;-;-;-;-;-;LATERAL;;;;-;265;0
6097;21/01/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6116;21/01/2025;SIM;26409;SIM;SIM;-;MÁRIO;LATERAL;;;;-;115;115
6074;22/01/2025;SIM;26102;SIM;SIM;-;MATHEUS;DIANTEIRO;;;;-;165;165
6148;22/01/2025;SIM;25293;SIM;NÃO;-;MÁRIO;LATERAL;;;;-;7430,7;7430,7
6145;23/01/2025;SIM;26505;SIM;SIM;-;MÁRIO;LATERAL;;;;-;215;215
6284;25/01/2025;SIM;26476;SIM;SIM;-;PEDRO;LATERAL;;;;-;2045,35;2045,35
6149;27/01/2025;SIM;25899;SIM;SIM;-;LUIZ;TRASEIRO;;;;-;115;115
6259;25/01/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6137;03/01/2025;NÃO;-;-;-;-;-;AMORTECEDOR DIANTEIRO DD;;;;-;1539,91;0
6137;06/01/2025;NÃO;-;-;-;-;-;AMORTECEDOR DIANTEIRO DD;;;;-;1539,91;0
6129;07/01/2025;NÃO;-;-;-;-;-;AMORTECEDOR DIANTEIRO DD;;;;-;1539,91;0
6159;09/01/2025;NÃO;-;-;-;-;-;AMORTECEDOR DIANTEIRO DD;;;;-;1539,91;0
6017;15/01/2025;NÃO;-;-;-;-;-;AMORTECEDOR DIANTEIRO DD;;;;-;1539,91;0
6129;15/01/2025;NÃO;-;-;-;-;-;AMORTECEDOR DIANTEIRO DD;;;;-;1539,91;0
6149;14/01/2025;NÃO;-;-;-;-;-;REBOQUE, KIT DE EMBREAGEM COMPLETO;;;;-;7941,15;0
6114;17/01/2025;NÃO;-;-;-;-;-;COLAR DE EMBREAGEM;;;;-;795,3;0
6109;21/01/2025;NÃO;-;-;-;-;-;COLAR DE EMBREAGEM;;;;-;795,3;0
6039;29/01/2025;NÃO;-;-;-;-;-;DIANTEIRO;;;;-;80;0
6116;29/01/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6057;29/01/2025;NÃO;-;-;-;-;-;LATERAL;;;;-;2559,53;0
6056;31/01/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6344;30/01/2025;NÃO;-;-;-;-;-;LATERAL;;;;-;1025;1025
6049;10/01/2025;SIM;26428;SIM;NÃO;-;MÁRIO;LATERAL;;;;-;34297,03;7000
6304;28/01/2025;SIM;MACÂNICO;SIM;NÃO;-;ANDERSON;LATERAL;;;;-;1465;1465
2232;28/01/2025;SIM;MECÂNICO;SIM;NÃO;-;ANDERSON;TRASEIRO;;;;-;215;215
6204;13/01/2025;NÃO;-;-;-;-;-;COLAR DE EMBREAGEM;;;;-;795,3;0
6259;01/02/2025;NÃO;-;-;-;-;-;PNEU;;;;-;2420;0
6137;01/02/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6105;02/02/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6146;03/02/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6284;04/02/2025;SIM;26615;SIM;SIM;-;PEDRO;PNEU;;;;-;710;710
6057;09/02/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6019;10/02/2025;NÃO;-;-;-;-;-;PNEU;;;;-;1405;0
6018;11/02/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6137;13/02/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6089;15/02/2025;NÃO;-;-;-;-;-;PNEU;;;;-;710;0
6019;15/02/2025;NÃO;-;-;-;-;-;02 AMORTECEDORES DIANTEIRO DD;;;;-;3079,82;0
6127;05/02/2025;NÃO;-;-;-;-;-;02 AMORTECEDORES DIANTEIRO DD;;;;-;3079,82;0
6039;12/02/2025;SIM;26421;SIM;NÃO;-;LUIZ;LATERAL;;;;-;215;215
6149;14/02/2025;SIM;25985;SIM;NÃO;-;LUIZ;LATERAL;;;;-;2029,9;2029,9
6059;15/02/2025;NÃO;-;;-;-;-;LATERAL;;;;-;787;0
6248;19/02/2025;SIM;25576;NÃO;NÃO;-;MATHEUS;LATERAL;;;;-;2127;0
6025;19/02/2025;SIM;26502;NÃO;NÃO;-;MÁRIO;LATERAL;;;;-;825;0
6114;24/02/2025;NÃO;-;;-;;;COLAR DE EMBREAGEM;;;;-;831,95;0
6076;24/02/2025;NÃO;-;;-;;;COLAR DE EMBREAGEM;;;;-;831,95;0
6198;24/02/2025;NÃO;-;;-;;;COLAR DE EMBREAGEM;;;;-;831,95;0
6073;23/02/2025;SIM;26593;SIM;NÃO;;LUIZ;LATERAL;;;;-;215;215
6137;25/02/2025;SIM;26432;;;;MÁRIO;LATERAL;;;;-;2295;0
6249;27/02/2025;SIM;24510;SIM;SIM;;MATHEUS;LATERAL;;;;-;1136,46;1136,46
6108;05/02/2025;SIM;25861;SIM;SIM;;PEDRO;LATERAL;;;;-;6191,98;6191,98
6136;24/02/2025;NÃO;-;;;;;LATERAL;;;;-;2505;0
6029;28/02/2025;SIM;26410;SM;NÃO;;MÁRIO;TRASEIRO;;;;-;1822,46;1822,46
6088;06/02/2025;SIM;25973;NÃO;NÃO;;MATHEUS;PNEU;;;;-;705;0
6156;01/03/2025;NÃO;-;;;;;PNEU;;;;-;710;0
6037;06/03/2025;NÃO;-;;;;;PNEU;;;;-;710;0
6059;06/03/2025;SIM;25902;NÃO;;;LUIZ;LATERAL;;;;-;815;0
6033;08/03/2025;NÃO;-;;;;;PNEU;;;;-;710;0
6244;10/03/2025;NÃO;-;;;;;DIANTEIRO;;;;-;135;0
6139;10/03/2025;SIM;25504;SIM;NÃO;;LUIZ;PNEU;;;;-;4147,96;4147,96
6279;05/03/2025;SIM;26614;SIM;NÃO;;PEDRO;LATERAL;;;;-;3359;3359
6057;19/03/2025;NÃO;-;;;;;COLAR DE EMBREAGEM;;;;-;831,95;0
6079;14/03/2025;NÃO;-;;;;;DIANTEIRO;;;;-;85;0
6109;14/03/2025;SIM;26459;SIM;NÃO;;MÁRIO;LATERAL;;;;-;1246;1246
6199;18/03/2025;SIM;26364;;;;MÁRIO;PNEU;;;;-;2789;0
6219;18/03/2025;NÃO;-;;-;;;LATERAL;;;;-;165;0
6083;19/03/2025;NÃO;-;;-;;;DIANTEIRO;;;;-;75;0
6129;20/03/2025;NÃO;-;;-;;;DIANTEIRO;;;;-;155;0
6018;20/03/2025;NÃO;-;;-;;;DIANTEIRO;;;;-;415;0
6059;20/03/2025;SIM;26198;NÃO;-;;LUIZ;PNEU;;;;-;710;0
6189;21/03/2025;SIM;25628;NÃO;-;;LUIZ;PNEU;;;;-;710;0
6136;25/03/2025;SIM;20908;SIM;NÃO;;MÁRIO;LATERAL;;;;-;1645;1645
6049;27/03/2025;NÃO;-;;-;;;DIANTEIRO;;;;-;95;0
6158;27/032025;SIM;25899;SIM;NÃO;;LUIZ;LATERAL;;;;-;2870;2870
6105;29/03/2025;SIM;25887;NÃO;-;;LUIZ;COLAR DE EMBREAGEM;;;;-;831,95;0
6028;31/03/2025;SIM;24840;NÃO;-;;LUIZ;COLAR DE EMBREAGEM;;;;-;831,95;0
6129;29/03/2025;SIM;26601;NÃO;-;;MÁRIO;PNEU;;;;-;710;0
6067;31/03/2025;SIM;26030;NÃO;-;;MÁRIO;PNEU;;;;-;710;0
6194;31/03/2025;NÃO;-;;-;;;DIANTEIRO;;;;-;95;0
6139;29/03/2025;SIM;25697;SIM;NÃO;;MÁRIO;DIANTEIRO;;;;-;215;215
6069;29/03/2025;SIM;25323;SIM;NÃO;;MATHEUS;DIANTEIRO;;;;-;1715;1715
2242;31/03/2025;SIM;26502;NÃO;-;;MÁRIO;EMBREAGEM BAIXA KM;;;;-;2200;0
6309;25/03/2025;SIM;26684;NÃO;-;;MÁRIO;MOTOR;;;;-;40916,75;0
6229;01/04/2025;NÃO;MECÂNICO;NÃO;-;;MARCO;PNEU;;;;-;710;0
6254;03/04/2025;SIM;26498;SIM;NÃO;;PEDRO;LATERAL;;;;-;4970;4970
6034;04/04/2025;SIM;26459;SIM;NÃO;;MÁRIO;TRASEIRO;;;;-;115;115
6018;04/04/2025;SIM;26230;NÃO;-;;PEDRO;BOLSA DE AR;;;;-;8631,78;0
6028;07/04/2025;SIM;26511;NÃO;-;;MÁRIO;COLAR DE EMBREAGEM;;;;-;831,95;0
6209;08/04/2025;NÃO;-;-;-;;-;LATERAL;;;;-;100;0
6279;10/04/2025;NÃO;-;-;-;;-;DIANTEIRO;;;;-;90;0
6139;10/04/2025;NÃO;CARGA;-;-;;-;DIANTEIRO;;;;-;1298,15;0
6045;13/04/2025;SIM;26203;NÃO;-;;MÁRIO;PNEU;;;;-;710;0
6209;13/04/2025;NÃO;-;-;-;;-;TRASEIRO;;;;-;115;0
6194;15/04/2025;SIM;25964;NÃO;-;;MATHEUS;BOLSA DE AR;;;;-;830;0
6279;17/04/2025;NÃO;CARGA;-;-;;;LATERAL;;;;-;1163;0
6076;18/04/2025;NÃO;-;-;-;;;LATERAL;;;;-;365;0
6204;19/04/2025;SIM;25748;;-;;MÁRIO;LATERAL;;;;-;783;0
6089;23/04/2025;NÃO;-;-;-;;;LATERAL;;;;-;827;0
6039;23/04/2025;NÃO;-;-;-;;;DIANTEIRO;;;;-;95;0
6169;28/04/2025;SIM;26710;SIM;NÃO;;MATHEUS;LATERAL;;;;-;2148,9;2148,9
6198;28/04/2025;SIM;26595;SIM;NÃO;;MÁRIO;LATERAL;;;;-;552;552
6083;14/04/2025;NÃO;-;-;-;;-;PNEU;;;;-;710;0
6075;15/04/2025;NÃO;-;-;-;;-;PNEU;;;;-;710;0
6239;15/04/2025;NÃO;-;-;-;;-;PNEU;;;;-;710;0
6054;20/04/2025;NÃO;-;-;-;;-;PNEU;;;;-;710;0
6107;21/04/2025;NÃO;-;-;-;;-;PNEU;;;;-;710;0
6039;21/04/2025;NÃO;-;-;-;;-;PNEU;;;;-;710;0
6188;24/04/2025;NÃO;-;-;-;;-;PNEU;;;;-;710;0
6075;29/04/2025;NÃO;-;-;-;;-;PNEU;;;;-;710;0
6274;05/05/2025;-;-;-;-;MAIO;-;PNEU;;;;-;710;0
6038;08/05/2025;-;-;-;-;MAIO;-;PNEU;;;;-;710;0
6069;12/05/2025;-;-;-;-;MAIO;-;PNEU;;;;-;710;0
6155;15/05/2025;-;-;-;-;MAIO;-;PNEU;;;;-;710;0
6139;08/05/2025;SIM;25970;-;-;MAIO;-;LATERAL;;;;-;95;0
6129;08/05/2025;SIM;26432;SIM;NÃO;MAIO;MÁRIO;FRONTAL;;;;-;805;805
6096;09/05/2025;SIM;25892;SIM;NÃO;MAIO;MÁRIO;LATERAL;;;;-;95;95
6098;19/05/2025;-;-;-;-;MAIO;-;PNEU;;;;-;710;0
6158;19/05/2025;-;-;-;-;MAIO;-;PNEU;;;;-;710;0
6079;20/05/2025;-;-;-;-;MAIO;-;PNEU;;;;-;710;0
6085;20/05/2025;-;-;-;-;MAIO;-;PNEU;;;;-;710;0
6124;08/05/2025;-;-;-;-;MAIO;-;TACOGRAFO;;;;-;2400;0
6324;13/05/2025;-;-;-;-;MAIO;-;PARAFUSOS;;;;-;70;0
6239;19/05/2025;SIM;26675;;;MAIO;LUIZ;TRASEIRO;;;;-;4634;0
6035;21/05/2025;SIM;26198;SIM;NÃO;MAIO;LUIZ;LATERAL;;;;-;844,97;844,97
6224;20/05/2025;SIM;25984;SIM;NÃO;MAIO;LUIZ;TRASEIRO;;;;-;135;135
6304;19/05/2025;SIM;26102;SIM;NÃO;MAIO;MATHEUS;FRONTAL;;;;-;6415;6415
6018;05/05/2025;-;-;;;MAIO;;AR CONDICIONADO;;;;-;498,23;0
6098;19/05/2025;-;-;;;MAIO;;PNEU;;;;-;710;0
6079;20/05/2025;-;-;;;MAIO;;PNEU;;;;-;710;0
6079;24/05/2025;-;-;;;MAIO;;PNEU;;;;-;710;0
6085;26/05/2025;-;-;;;MAIO;;PNEU;;;;-;710;0
6269;27/05/2025;-;-;;;MAIO;;PNEU;;;;-;710;0
6219;28/05/2025;-;-;;;MAIO;;PNEU;;;;-;710;0
6076;30/05/2025;-;-;;;MAIO;;PNEU;;;;-;710;0
6043;31/05/2025;-;-;;;MAIO;;PNEU;;;;-;710;0
6309;28/05/2025;SIM;26660;SIM;NÃO;MAIO;PEDRO;LATERAL;;;;-;6986,6;6986,6
2252;04/06/2025;NÃO;;;;JUNHO;;REPARAÇÃO NA PARTE INFERIOR DO LADO DIREITO;;;;-;130;0
6259;10/06/2025;NÃO;;;;JUNHO;;REPARAÇÃO DE AVARIA NO CURVÃO FRONTAL L.D;;;;-;195;0
6089;02/06/2025;NÃO;;;;JUNHO;;PNEU RECAPADO;;;;-;710;0
6129;02/06/2025;NÃO;;;;JUNHO;;PNEU RECAPADO;;;;-;710;0
6057;06/06/2025;NÃO;;;;JUNHO;;PNEU RECAPADO;;;;-;710;0
6194;11/06/2025;NÃO;;;;JUNHO;;PNEU RECAPADO;;;;-;710;0
6228;13/06/2025;NÃO;;;;JUNHO;;PLACA DIANTEIRA / REPARO NO PARACHOQUE DIANTEIRO;;;;-;330;0
6017;15/06/2025;NÃO;;;;JUNHO;;RECUPERAÇÃO DO PARACHOQUE DIANTEIRO;;;;-;210;0
6136;16/06/2025;NÃO;;;;JUNHO;;REPARAÇÃO NO PARACHOQUE DIANTEIRO L.E;;;;-;110;0
6138;18/06/2025;SIM;26475;NÃO;;JUNHO;Luiz;REPARAÇÃO NO PARACHOQUE TRASEIRO;;;;-;110;0
6103;19/06/2025;SIM;26735;SIM;SIM;JUNHO;Luiz;REPARO NO RETROVISOR L.D;;;;-;120;120
6178;20/06/2025;SIM;26102;SIM;SIM;JUNHO;Matheus;FAROL L.E / REPARAÇÃO DA GRADE E PARACHOQUE FRONTAL;;;;-;1180;1180
6067;20/06/2025;NÃO;;;;JUNHO;;PNEU RECAPADO;;;;-;710;0
6039;13/06/2025;NÃO;;;;JUNHO;;PARABRISA L.D / PARABRISA L.E / RECUPERAÇÃO DA AVARIA FRONTAL/ FAROL L.E;;;;-;3830;0
2222;13/06/2025;NÃO;;;;JUNHO;;SERVIÇO DE MOLAS;;;;-;2893;0
2272;13/06/2025;NÃO;;;;JUNHO;;SERVIÇO DE MOLAS;;;;-;1003;0
6304;20/06/2025;NÃO;;;;JUNHO;;"QUEBRA DA BARRA DE REAÇÃO "" SUPENSÃO TRASEIRA"" (SLU) / PNEU NOVO";;;;-;2594;0
6107;25/06/2025;NÃO;;;;JUNHO;;PNEU RECAPADO;;;;-;710;0
6037;24/06/2025;NÃO;;;;JUNHO;;PNEU RECAPADO;;;;-;710;0
6027;20/06/2025;SIM;25984;NÃO;;JUNHO;Luiz;ÚLTIMA JANELA SUPERIOR L.E;;;;-;1888,04;0
6068;24/06/2025;NÃO;;;;JUNHO;;REPARAÇÃO NO RETORIVSOR L.E;;;;-;95;0
