VEÍCULO	DATA	MOTORISTA IDENTIFICADO?	MATRÍCULA MOTORISTA	CULPADO?	LANÇADO NO GLOBUS?	MÊS DE LANÇAMENTO	GERENTE	TIPO DE AVARIA	HORÁRIO	VALOR DA AVARIA	VALOR COBRADO
6127	01/11/2024							PNEU		695	0
6018	02/11/2024							PNEU		695	0
6054	02/11/2024							PNEU		695	0
6144	05/11/2024	SIM	22875	SIM	SIM		LUIZ	LATERAL		365	R$ 365,00
6314	05/11/2024							PNEU		695	0
6138	08/11/2024							PNEU		710	0
6279	09/11/2024							PNEU		710	0
6269	11/11/2024	SIM	23119	SIM	SIM		DENIS	FRONTAL		1.815,00	R$ 1.815,00
6074	12/11/2024	SIM	26482	NÃO			RINALDO	LATERAL		1.136,46	0
6199	12/11/2024	SIM	25323	SIM	SIM		DENIS	LATERAL		1.323,00	R$ 1.323,00
6127	13/11/2024	SIM	26287	SIM	SIM		DENIS	LATERAL		1.993,09	R$ 1.993,09
6058	13/11/2024	SIM	26612	SIM	SIM		DENIS	FRONTAL		2.032,00	R$ 2.032,00
6314	15/11/2024							PNEU		1.188,30	0
6057	16/11/2024							PNEU		710	0
2262	16/11/2024							LATERAL		85	0
6059	16/11/2024	SIM	26375	NÃO			LUIZ	FRONTAL		95	0
6025	18/11/2024							PNEU		710	0
6018	18/11/2024	SIM	26537	SIM	SIM	45642	RINALDO	FRONTAL		95	R$ 95,00
6219	19/11/2024	SIM	25293	NÃO			RINALDO	LATERAL		R$ 1.465,00	0
6269	19/11/2024							LATERAL		R$ 115,00	0
6088	21/11/2024	SIM	18805	NÃO			RINALDO	LATERAL		R$ 125,00	0
6208	19/11/2024	-	-					PNEU		R$ 710,00	0
6083	20/11/2024	-	-					PNEU		R$ 710,00	0
6269	20/11/2024	-	-					PNEU		R$ 710,00	0
6299	20/11/2024	-	-					PNEU		R$ 710,00	0
6034	22/11/2024	SIM	26595	SIM	SIM			TRASEIRA		R$ 125,00	R$ 125,00
6069	22/11/2024		-					LATERAL		R$ 105,00	0
6159	22/11/2024	SIM	26237	NÃO				LATERAL		R$ 525,85	0
6024	23/11/2024		-					LATERAL		R$ 135,00	0
6259	25/11/2024		-					LATERAL		R$ 3.602,66	0
6109	25/11/2024	SIM	26428	NÃO				DIANTEIRO		R$ 95,00	0
2212	26/11/2024		-					LATERAL		R$ 47,00	0
2252	23/11/2024	SIM	26132	NÃO				FRONTAL		R$ 2.330,00	0
6228	26/11/2024	SIM	26590	NÃO				LATERAL		R$ 175,00	0
6155	26/11/2024	SIM	26211	SIM	SIM			FRONTAL		R$ 1.951,00	R$ 1.951,00
6254	27/11/2024	SIM	26316	NÃO				LATERAL		R$ 3.630,66	0
6229	28/11/2024	SIM	24436	NÃO				LATERAL		R$ 195,00	0
6157	28/11/2024	SIM	26380	NÃO				LATERAL		R$ 675,18	0
6119	13/11/2024							PNEU		R$ 710,00	0
6083	19/11/2024							PNEU		R$ 710,00	0
6299	21/11/2024							PNEU		R$ 710,00	0
6058	22/11/2024							PNEU		R$ 710,00	0
6269	22/11/2024							PNEU		R$ 710,00	0
6259	23/11/2024							PNEU		R$ 710,00	0
6129	23/11/2024							PNEU		R$ 710,00	0
6035	25/11/2024							PNEU		R$ 710,00	0
6025	27/11/2024							PNEU		R$ 710,00	0
6149	29/11/2024	SIM	26626	DESLIGADO				PNEU		R$ 5.104,00	DESLIGADO
6159	30/11/2024	SIM	26275	NÃO				PNEU		R$ 3.392,00	0
6254	30/11/2024	SIM	26238	SIM	SIM			PNEU		R$ 2.420,00	R$ 2.420,00
6083	19/11/2024		-					INTERNO		R$ 768,29	0
6099	19/11/2024		-					INTERNO		R$ 553,29	0
6119	19/11/2024		-					INTERNO		R$ 553,29	0
6067	01/12/2024									R$ 710,00	0
6127	01/12/2024	SIM	25899	NÃO	NÃO		LUIZ			R$ 905,00	0
6149	02/12/2024	SIM	26626	DESLIGADO	NÃO		LUIZ			R$ 13.787,59	0
6034	02/12/2024	SIM	26595	SIM	SIM		RINALDO			R$ 105,00	0
6063	02/12/2024	SIM	26276	SIM	SIM		DENIS			R$ 115,00	R$ 115,00
6159	02/12/2024	SIM	26275	SIM	SIM		DENIS			R$ 2.515,00	R$ 2.515,00
6137	02/12/2024									R$ 710,00	0
6055	03/12/2024									R$ 710,00	0
6039	06/12/2024	SIM	26262	NÃO	NÃO		DENIS			R$ 729,00	0
6057	05/12/2024									R$ 710,00	0
6099	06/12/2024									R$ 710,00	0
6125	07/12/2024									R$ 710,00	0
6138	08/12/2024									R$ 710,00	0
6043	10/12/2024									R$ 710,00	0
6137	13/12/2024	SIM	26380	NÃO	NÃO		DENIS			R$ 1.713,09	0
6038	13/12/2024									R$ 710,00	0
6129	14/12/2024	SIM	25628	SIM	SIM		LUIZ			R$ 135,00	R$ 135,00
6125	16/12/2024									R$ 710,00	0
6026	16/12/2024									R$ 710,00	0
6069	16/12/2024	SIM	26091	SIM	SIM		PEDRO			R$ 195,00	R$ 195,00
6157	16/12/2024	SIM	26536	SIM	SIM		RINALDO			R$ 492,00	R$ 492,00
6157	18/12/2024		-							R$ 1.603,00	0
6145	19/12/2024	SIM	25905	SIM	SIM		RINALDO			R$ 135,00	R$ 135,00
6117	23/12/2024	SIM	26030	SIM	SIM		RINALDO			R$ 135,00	R$ 135,00
6049	23/12/2024	SIM	26477	SIM	SIM		RINALDO			R$ 165,00	R$ 165,00
6199	23/12/2024	SIM	26377	SIM	SIM		LUIZ			R$ 6.203,00	0
2319	26/12/2024	SIM	FREELANCER	NÃO	NÃO		RINALDO			R$ 215,00	0
6058	26/12/2024	SIM	25735	SIM	SIM		RINALDO			R$ 200,00	R$ 200,00
6099	26/12/2024	NÃO	-							R$ 556,42	0
6137	26/12/2024	NÃO	-							R$ 556,42	0
6204	27/12/2024	NÃO	-							R$ 710,00	0
6068	29/12/2024	NÃO	-							R$ 710,00	0
6015	29/12/2024	NÃO	-							R$ 710,00	0
6179	29/12/2024	NÃO	-							R$ 2.420,00	0
6106	29/12/2024	NÃO	-							R$ 710,00	0
6156	30/12/2024	NÃO	-							R$ 710,00	0
6073	05/01/2025	NÃO	-		-		-	PNEU		R$ 710,00	0
6058	06/01/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6334	07/01/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6083	07/01/2025	SIM	26590	NÃO	NÃO	-	LUIZ	LATERAL	-	R$ 785,00	0
6169	08/01/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6289	09/01/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6264	10/01/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6037	11/01/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6029	12/01/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6128	13/01/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6036	14/01/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6038	11/01/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6126	17/01/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6017	17/01/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6103	19/01/2025	NÃO	-	-	-	-	-	LATERAL	-	R$ 265,00	0
6097	21/01/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6116	21/01/2025	SIM	26409	SIM	SIM	-	MÁRIO	LATERAL	-	R$ 115,00	R$ 115,00
6074	22/01/2025	SIM	26102	SIM	SIM	-	MATHEUS	DIANTEIRO	-	R$ 165,00	R$ 165,00
6148	22/01/2025	SIM	25293	SIM	NÃO	-	MÁRIO	LATERAL	-	R$ 7.430,70	R$ 7.430,70
6145	23/01/2025	SIM	26505	SIM	SIM	-	MÁRIO	LATERAL	-	R$ 215,00	R$ 215,00
6284	25/01/2025	SIM	26476	SIM	SIM	-	PEDRO	LATERAL	-	R$ 2.045,35	R$ 2.045,35
6149	27/01/2025	SIM	25899	SIM	SIM	-	LUIZ	TRASEIRO	-	R$ 115,00	R$ 115,00
6259	25/01/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6137	03/01/2025	NÃO	-	-	-	-	-	AMORTECEDOR DIANTEIRO DD	-	R$ 1.539,91	0
6137	06/01/2025	NÃO	-	-	-	-	-	AMORTECEDOR DIANTEIRO DD	-	R$ 1.539,91	0
6129	07/01/2025	NÃO	-	-	-	-	-	AMORTECEDOR DIANTEIRO DD	-	R$ 1.539,91	0
6159	09/01/2025	NÃO	-	-	-	-	-	AMORTECEDOR DIANTEIRO DD	-	R$ 1.539,91	0
6017	15/01/2025	NÃO	-	-	-	-	-	AMORTECEDOR DIANTEIRO DD	-	R$ 1.539,91	0
6129	15/01/2025	NÃO	-	-	-	-	-	AMORTECEDOR DIANTEIRO DD	-	R$ 1.539,91	0
6149	14/01/2025	NÃO	-	-	-	-	-	REBOQUE, KIT DE EMBREAGEM COMPLETO	-	R$ 7.941,15	0
6114	17/01/2025	NÃO	-	-	-	-	-	COLAR DE EMBREAGEM	-	R$ 795,30	0
6109	21/01/2025	NÃO	-	-	-	-	-	COLAR DE EMBREAGEM	-	R$ 795,30	0
6039	29/01/2025	NÃO	-	-	-	-	-	DIANTEIRO	-	R$ 80,00	0
6116	29/01/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6057	29/01/2025	NÃO	-	-	-	-	-	LATERAL	-	R$ 2.559,53	0
6056	31/01/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6344	30/01/2025	NÃO	-	-	-	-	-	LATERAL	-	R$ 1.025,00	R$ 1.025,00
6049	10/01/2025	SIM	26428	SIM	NÃO	-	MÁRIO	LATERAL	-	R$ 34.297,03	7.000,00
6304	28/01/2025	SIM	MACÂNICO	SIM	NÃO	-	ANDERSON	LATERAL	-	R$ 1.465,00	R$ 1.465,00
2232	28/01/2025	SIM	MECÂNICO	SIM	NÃO	-	ANDERSON	TRASEIRO	-	R$ 215,00	R$ 215,00
6204	13/01/2025	NÃO	-	-	-	-	-	COLAR DE EMBREAGEM	-	R$ 795,30	0
6259	01/02/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 2.420,00	0
6137	01/02/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6105	02/02/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6146	03/02/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6284	04/02/2025	SIM	26615	SIM	SIM	-	PEDRO	PNEU	-	R$ 710,00	R$ 710,00
6057	09/02/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6019	10/02/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 1.405,00	0
6018	11/02/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6137	13/02/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6089	15/02/2025	NÃO	-	-	-	-	-	PNEU	-	R$ 710,00	0
6019	15/02/2025	NÃO	-	-	-	-	-	02 AMORTECEDORES DIANTEIRO DD	-	R$ 3.079,82	0
6127	05/02/2025	NÃO	-	-	-	-	-	02 AMORTECEDORES DIANTEIRO DD	-	R$ 3.079,82	0
6039	12/02/2025	SIM	26421	SIM	NÃO	-	LUIZ	LATERAL	-	R$ 215,00	R$ 215,00
6149	14/02/2025	SIM	25985	SIM	NÃO	-	LUIZ	LATERAL	-	R$ 2.029,90	R$ 2.029,90
6059	15/02/2025	NÃO	-		-	-	-	LATERAL	-	R$ 787,00	0
6248	19/02/2025	SIM	25576	NÃO	NÃO	-	MATHEUS	LATERAL	-	R$ 2.127,00	0
6025	19/02/2025	SIM	26502	NÃO	NÃO	-	MÁRIO	LATERAL	-	R$ 825,00	0
6114	24/02/2025	NÃO	-		-			COLAR DE EMBREAGEM	-	R$ 831,95	0
6076	24/02/2025	NÃO	-		-			COLAR DE EMBREAGEM	-	R$ 831,95	0
6198	24/02/2025	NÃO	-		-			COLAR DE EMBREAGEM	-	R$ 831,95	0
6073	23/02/2025	SIM	26593	SIM	NÃO		LUIZ	LATERAL	-	R$ 215,00	R$ 215,00
6137	25/02/2025	SIM	26432				MÁRIO	LATERAL	-	R$ 2.295,00	0
6249	27/02/2025	SIM	24510	SIM	SIM		MATHEUS	LATERAL	-	R$ 1.136,46	R$ 1.136,46
6108	05/02/2025	SIM	25861	SIM	SIM		PEDRO	LATERAL	-	R$ 6.191,98	R$ 6.191,98
6136	24/02/2025	NÃO	-					LATERAL	-	R$ 2.505,00	0
6029	28/02/2025	SIM	26410	SM	NÃO		MÁRIO	TRASEIRO	-	R$ 1.822,46	R$ 1.822,46
6088	06/02/2025	SIM	25973	NÃO	NÃO		MATHEUS	PNEU	-	R$ 705,00	0
6156	01/03/2025	NÃO	-					PNEU	-	R$ 710,00	0
6037	06/03/2025	NÃO	-					PNEU	-	R$ 710,00	0
6059	06/03/2025	SIM	25902	NÃO			LUIZ	LATERAL	-	R$ 815,00	0
6033	08/03/2025	NÃO	-					PNEU	-	R$ 710,00	0
6244	10/03/2025	NÃO	-					DIANTEIRO	-	R$ 135,00	0
6139	10/03/2025	SIM	25504	SIM	NÃO		LUIZ	PNEU	-	R$ 4.147,96	R$ 4.147,96
6279	05/03/2025	SIM	26614	SIM	NÃO		PEDRO	LATERAL	-	R$ 3.359,00	R$ 3.359,00
6057	19/03/2025	NÃO	-					COLAR DE EMBREAGEM	-	R$ 831,95	0
6079	14/03/2025	NÃO	-					DIANTEIRO	-	R$ 85,00	0
6109	14/03/2025	SIM	26459	SIM	NÃO		MÁRIO	LATERAL	-	R$ 1.246,00	R$ 1.246,00
6199	18/03/2025	SIM	26364				MÁRIO	PNEU	-	R$ 2.789,00	0
6219	18/03/2025	NÃO	-		-			LATERAL	-	R$ 165,00	0
6083	19/03/2025	NÃO	-		-			DIANTEIRO	-	R$ 75,00	0
6129	20/03/2025	NÃO	-		-			DIANTEIRO	-	R$ 155,00	0
6018	20/03/2025	NÃO	-		-			DIANTEIRO	-	R$ 415,00	0
6059	20/03/2025	SIM	26198	NÃO	-		LUIZ	PNEU	-	R$ 710,00	0
6189	21/03/2025	SIM	25628	NÃO	-		LUIZ	PNEU	-	R$ 710,00	0
6136	25/03/2025	SIM	20908	SIM	NÃO		MÁRIO	LATERAL	-	R$ 1.645,00	R$ 1.645,00
6049	27/03/2025	NÃO	-		-			DIANTEIRO	-	R$ 95,00	0
6158	27/032025	SIM	25899	SIM	NÃO		LUIZ	LATERAL	-	R$ 2.870,00	R$ 2.870,00
6105	29/03/2025	SIM	25887	NÃO	-		LUIZ	COLAR DE EMBREAGEM	-	R$ 831,95	0
6028	31/03/2025	SIM	24840	NÃO	-		LUIZ	COLAR DE EMBREAGEM	-	R$ 831,95	0
6129	29/03/2025	SIM	26601	NÃO	-		MÁRIO	PNEU	-	R$ 710,00	0
6067	31/03/2025	SIM	26030	NÃO	-		MÁRIO	PNEU	-	R$ 710,00	0
6194	31/03/2025	NÃO	-		-			DIANTEIRO	-	R$ 95,00	0
6139	29/03/2025	SIM	25697	SIM	NÃO		MÁRIO	DIANTEIRO	-	R$ 215,00	R$ 215,00
6069	29/03/2025	SIM	25323	SIM	NÃO		MATHEUS	DIANTEIRO	-	R$ 1.715,00	R$ 1.715,00
2242	31/03/2025	SIM	26502	NÃO	-		MÁRIO	EMBREAGEM BAIXA KM	-	R$ 2.200,00	0
6309	25/03/2025	SIM	26684	NÃO	-		MÁRIO	MOTOR	-	R$ 40.916,75	0
6229	01/04/2025	NÃO	MECÂNICO	NÃO	-		MARCO	PNEU	-	R$ 710,00	0
6254	03/04/2025	SIM	26498	SIM	NÃO		PEDRO	LATERAL	-	R$ 4.970,00	R$ 4.970,00
6034	04/04/2025	SIM	26459	SIM	NÃO		MÁRIO	TRASEIRO	-	R$ 115,00	R$ 115,00
6018	04/04/2025	SIM	26230	NÃO	-		PEDRO	BOLSA DE AR	-	R$ 8.631,78	0
6028	07/04/2025	SIM	26511	NÃO	-		MÁRIO	COLAR DE EMBREAGEM	-	R$ 831,95	0
6209	08/04/2025	NÃO	-	-	-		-	LATERAL	-	R$ 100,00	0
6279	10/04/2025	NÃO	-	-	-		-	DIANTEIRO	-	R$ 90,00	0
6139	10/04/2025	NÃO	CARGA	-	-		-	DIANTEIRO	-	R$ 1.298,15	0
6045	13/04/2025	SIM	26203	NÃO	-		MÁRIO	PNEU	-	R$ 710,00	0
6209	13/04/2025	NÃO	-	-	-		-	TRASEIRO	-	R$ 115,00	0
6194	15/04/2025	SIM	25964	NÃO	-		MATHEUS	BOLSA DE AR	-	R$ 830,00	0
6279	17/04/2025	NÃO	CARGA	-	-			LATERAL	-	R$ 1.163,00	0
6076	18/04/2025	NÃO	-	-	-			LATERAL	-	R$ 365,00	0
6204	19/04/2025	SIM	25748		-		MÁRIO	LATERAL	-	R$ 783,00	0
6089	23/04/2025	NÃO	-	-	-			LATERAL	-	R$ 827,00	0
6039	23/04/2025	NÃO	-	-	-			DIANTEIRO	-	R$ 95,00	0
6169	28/04/2025	SIM	26710	SIM	NÃO		MATHEUS	LATERAL	-	R$ 2.148,90	R$ 2.148,90
6198	28/04/2025	SIM	26595	SIM	NÃO		MÁRIO	LATERAL	-	R$ 552,00	R$ 552,00
6083	14/04/2025	NÃO	-	-	-		-	PNEU	-	R$ 710,00	0
6075	15/04/2025	NÃO	-	-	-		-	PNEU	-	R$ 710,00	0
6239	15/04/2025	NÃO	-	-	-		-	PNEU	-	R$ 710,00	0
6054	20/04/2025	NÃO	-	-	-		-	PNEU	-	R$ 710,00	0
6107	21/04/2025	NÃO	-	-	-		-	PNEU	-	R$ 710,00	0
6039	21/04/2025	NÃO	-	-	-		-	PNEU	-	R$ 710,00	0
6188	24/04/2025	NÃO	-	-	-		-	PNEU	-	R$ 710,00	0
6075	29/04/2025	NÃO	-	-	-		-	PNEU	-	R$ 710,00	0
6274	05/05/2025	-	-	-	-	MAIO	-	PNEU	-	R$ 710,00	0
6038	08/05/2025	-	-	-	-	MAIO	-	PNEU	-	R$ 710,00	0
6069	12/05/2025	-	-	-	-	MAIO	-	PNEU	-	R$ 710,00	0
6155	15/05/2025	-	-	-	-	MAIO	-	PNEU	-	710	0
6139	08/05/2025	SIM	25970	-	-	MAIO	-	LATERAL	-	95	0
6129	08/05/2025	SIM	26432	SIM	NÃO	MAIO	MÁRIO	FRONTAL	-	805	R$ 805,00
6096	09/05/2025	SIM	25892	SIM	NÃO	MAIO	MÁRIO	LATERAL	-	95	R$ 95,00
6098	19/05/2025	-	-	-	-	MAIO	-	PNEU	-	710	0
6158	19/05/2025	-	-	-	-	MAIO	-	PNEU	-	710	0
6079	20/05/2025	-	-	-	-	MAIO	-	PNEU	-	710	0
6085	20/05/2025	-	-	-	-	MAIO	-	PNEU	-	710	0
6124	08/05/2025	-	-	-	-	MAIO	-	TACOGRAFO	-	2.400,00	0
6324	13/05/2025	-	-	-	-	MAIO	-	PARAFUSOS	-	70	0
6239	19/05/2025	SIM	26675			MAIO	LUIZ	TRASEIRO	-	4.634,00	0
6035	21/05/2025	SIM	26198	SIM	NÃO	MAIO	LUIZ	LATERAL	-	844,97	R$ 844,97
6224	20/05/2025	SIM	25984	SIM	NÃO	MAIO	LUIZ	TRASEIRO	-	135	R$ 135,00
6304	19/05/2025	SIM	26102	SIM	NÃO	MAIO	MATHEUS	FRONTAL	-	6.415,00	R$ 6.415,00
6018	05/05/2025	-	-			MAIO		AR CONDICIONADO	-	R$ 498,23	0
6098	19/05/2025	-	-			MAIO		PNEU	-	710	0
6079	20/05/2025	-	-			MAIO		PNEU	-	710	0
6079	24/05/2025	-	-			MAIO		PNEU	-	710	0
6085	26/05/2025	-	-			MAIO		PNEU	-	710	0
6269	27/05/2025	-	-			MAIO		PNEU	-	710	0
6219	28/05/2025	-	-			MAIO		PNEU	-	710	0
6076	30/05/2025	-	-			MAIO		PNEU	-	710	0
6043	31/05/2025	-	-			MAIO		PNEU	-	710	0
6309	28/05/2025	SIM	26660	SIM	NÃO	MAIO	PEDRO	LATERAL	-	6.986,60	R$ 6.986,60
2252	04/06/2025	NÃO				JUNHO		REPARAÇÃO NA PARTE INFERIOR DO LADO DIREITO	-	130	0
6259	10/06/2025	NÃO				JUNHO		REPARAÇÃO DE AVARIA NO CURVÃO FRONTAL L.D	-	195	0
6089	02/06/2025	NÃO				JUNHO		PNEU RECAPADO	-	710	0
6129	02/06/2025	NÃO				JUNHO		PNEU RECAPADO	-	710	0
6057	06/06/2025	NÃO				JUNHO		PNEU RECAPADO	-	710	0
6194	11/06/2025	NÃO				JUNHO		PNEU RECAPADO	-	710	0
6228	13/06/2025	NÃO				JUNHO		PLACA DIANTEIRA / REPARO NO PARACHOQUE DIANTEIRO	-	330	0
6017	15/06/2025	NÃO				JUNHO		RECUPERAÇÃO DO PARACHOQUE DIANTEIRO	-	210	0
6136	16/06/2025	NÃO				JUNHO		REPARAÇÃO NO PARACHOQUE DIANTEIRO L.E	-	110	0
6138	18/06/2025	SIM	26475	NÃO		JUNHO	Luiz	REPARAÇÃO NO PARACHOQUE TRASEIRO	-	110	0
6103	19/06/2025	SIM	26735	SIM	SIM	JUNHO	Luiz	REPARO NO RETROVISOR L.D	-	120	R$ 120,00
6178	20/06/2025	SIM	26102	SIM	SIM	JUNHO	Matheus	FAROL L.E / REPARAÇÃO DA GRADE E PARACHOQUE FRONTAL	-	1.180,00	R$ 1.180,00
6067	20/06/2025	NÃO				JUNHO		PNEU RECAPADO	-	710	0
6039	13/06/2025	NÃO				JUNHO		PARABRISA L.D / PARABRISA L.E / RECUPERAÇÃO DA AVARIA FRONTAL/ FAROL L.E	-	3.830,00	0
2222	13/06/2025	NÃO				JUNHO		SERVIÇO DE MOLAS	-	2.893,00	0
2272	13/06/2025	NÃO				JUNHO		SERVIÇO DE MOLAS	-	1.003,00	0
6304	20/06/2025	NÃO				JUNHO		QUEBRA DA BARRA DE REAÇÃO " SUPENSÃO TRASEIRA" (SLU) / PNEU NOVO	-	2.594,00	0
6107	25/06/2025	NÃO				JUNHO		PNEU RECAPADO	-	710	0
6037	24/06/2025	NÃO				JUNHO		PNEU RECAPADO	-	710	0
6027	20/06/2025	SIM	25984	NÃO		JUNHO	Luiz	ÚLTIMA JANELA SUPERIOR L.E	-	1.888,04	0
6068	24/06/2025	NÃO				JUNHO		REPARAÇÃO NO RETORIVSOR L.E	-	95	0
6309	24/06/2025	NÃO				JUNHO		FAROL L.D / REPARAÇÃO NO PARACHOQUE DIANTEIRO L.D	-	1.978,33	0
6169	22/06/2025	SIM	26511	NÃO		JUNHO	Mário	VIDRO PORTAL CENTRAL	-	673	0
6324	25/06/2025	NÃO				JUNHO		VIDRO PORTAL CENTRAL / VIDRO INFERIOR L.D	-	2.373,50	0
6314	20/06/2025	SIM	26093	SIM	SIM	JUNHO	Matheus	PARABRISA L.D / PARABRISA L.E / RECUPERAÇÃO DA AVARIA FRONTAL/ MOTOR DO LIMPADOR L.E/ VALVULA DISTRIBUIÇÃO PNEUMATICA FRONTAL BUSSCA	-	9.105,97	R$ 9.105,97
6304	29/06/2025	SIM	26164	NÃO		JUNHO	Matheus	BARRA DE REAÇÃO SUSPENSÃO TRASEIRA / PNEU NOVO / RODA DE FERRO / GUINCHO (SLU)	-	9.679,48	0
6239	21/06/2025	NÃO				JUNHO		AVARIADO O TETO / SERPETINA E MOTORES DO EVAPORADOR/TELA DE PROTEÇÃO DANIFICADOS	-	7.308,52	0
6289	24/06/2025	NÃO				JUNHO		AVARIA NA PARTE SUPERIOR DO AR CONDICIONADO / SERVIÇO DE AR CONDICIONADO	-	4.927,72	0
6039	26/06/2025	NÃO				JUNHO		TANQUE DE COMBUSTÍVEL AVARIADO	-	1.235,00	0
6109	01/07/2025	NÃO				JULHO		GARFO,02 CRUZETA,CONJUNTO PONTUVA E LUVEIRA,TUBO P/CARDAN,04 ABRAÇADEIRA	-	7.246,16	0
6179	01/07/2025	NÃO				JULHO		SUPORTE / AMORTECEDOR DIANTEIRO	-	7.896,99	0
6119	01/07/2025	NÃO				JULHO		SUPORTE / AMORTECEDOR DIANTEIRO	-	7.896,99	0
6059	03/07/2025	NÃO				JULHO		VIDRO PORTA ACESSIBILIDADE	-	575,5	0
6103	03/07/2025	NÃO				JULHO		PNEU RECAPADO	-	710	0
6259	04/07/2025	NÃO				JULHO		PNEU RECAPADO	-	710	0
6087	04/07/2025	NÃO				JULHO		FAROL LD,FAROL NEBLINA LD,ACABAMENTO DO NEBLINA LD,REPARAÇÃO DE AVARIA FRONTAL	-	1.567,00	0
6218	15/07/2025	SIM	26654	SIM	SIM	JULHO	Mário	REPARAÇÃO DE AVARIA NO CURVÃO FRONTAL LE( PARA-CHOQUE E CHAPA) APLIQUE DO FAROL LE	-	281,67	R$ 281,67
6194	15/07/2025	NÃO				JULHO		REPARAÇÃO DE AVARIA NA TAMPA TRASEIRA E PARA-CHOQUE TRASEIRO	-	315	0
6015	17/07/2025	NÃO				JULHO		BOLSA DE AR AUXILIAR L/D	-	875	0
6209	17/07/2025	NÃO				JULHO		RECUPERAÇÃO SUPORTE DO AMORTECEDOR AUXILIAR L/D	-	2.020,00	0
6149	17/07/2025	NÃO				JULHO		RECUPERAÇÃO SUPORTE DO AMORTECEDOR AUXILIAR L/E	-	2.020,00	0
6165	17/07/2025	SIM	26488	SIM	SIM	JULHO	Wendel	RECUPERAÇÃO DO RETROVISOR LD,LENTE SUPERIOR DO RETROVISOR LD,LENTE INFERIOR DO RETROVISOR LD	-	1.481,35	R$ 1.481,35
6309	17/07/2025	NÃO	26066			JULHO	Wendel	1° VIDRO DE JANELA LD	-	3.108,00	0
6194	21/07/2025	NÃO				JULHO		REPARAÇÃO DE AVARIA NA TAMPA (CAPÔ) DO MOTOR E PARA-CHOQUE TRASEIRO	-	365	0
6033	21/07/2025	NÃO				JULHO	Jarbas	3° VIDRO DE JANELA SUPERIOR LD	-	1.139,00	0
6083	21/07/2025	NÃO				JULHO		REPARAÇÃO DE AVARIA NO LADO DIREITO (PORTA ACESSIBILIDADE E CAIXA DE RODA TRASEIRA)	-	195	0
6083	19/07/2025	NÃO				JULHO		PNEU NOVO 50% (SLU )	-	1.207,00	0
6053	29/07/2025	NÃO				JULHO		RECUPERAÇÃO DA TAMPA DO PRIMEIRO MALEIRO LE, DOBRADIÇA DO MALEIRO LD, DOBRADIÇA DO MALEIRO LD	-	1.200,44	0
6129	29/07/2025	NÃO				JULHO		VIDRO POS MALEIRO LD	-	779	0
6199	29/07/2025	SIM	25984	SIM		JULHO	Luiz	REPARAÇÃO DE AVARIA NO PARA-CHOQUE DIANTEIRO	-	105	R$ 105,00
2222	30/07/2025	NÃO				JULHO		REPARAÇÃO DE AVARIA NO PARA-CHOQUE DIANTEIRO E PORTINHOLA ABAIXO DA JANELA DO MOTORISTA	-	165	0
6344	31/07/2025	SIM	25916	SIM	SIM	JULHO	Mário	REPARAÇÃO DE AVARIA NO RETROVISOR LD	-	135	R$ 135,00
6157	01/08/2025	NÃO	-	-	-	AGOSTO	-	PNEU RECAPADO	-	R$ 710,00	0
6238	03/08/2025	NÃO	-	-	-	AGOSTO	-	PNEU RECAPADO	-	R$ 710,00	0
6028	04/08/2025	NÃO	-	-	-	AGOSTO	-	RECUPERAÇÃO DA TAMPA DOS CONDENSADORES NO TETO	-	R$ 115,00	0
6189	04/08/2025	SIM	26287	SIM	NÃO	AGOSTO	Matheus	RECUPERAÇÃO DO RETROVISOR LE	-	R$ 165,00	R$ 165,00
