Prefixo do Veículo;Data;Operacional (KM);Ociosa (KM);Total (KM)
6224;07/02/2026;375;24.5;399.5
6116;05/02/2026;353.4;24.4;377.8
6054;09/02/2026;320.5;24.3;344.8
6054;11/02/2026;570.9;24.3;595.2
6108;21/02/2026;353.2;24.3;377.5
6309;10/02/2026;249.5;239.9;489.4
6103;12/02/2026;566;237.9;803.9
6295;09/02/2026;770.1;235.6;1005.7
6068;27/02/2026;;235.3;235.3
6325;25/02/2026;750.2;233.4;983.6
6229;03/02/2026;113.2;231.1;344.3
6179;23/02/2026;289;23.8;312.8
6309;06/02/2026;353.8;23.7;377.5
2222;13/02/2026;500.7;23.6;524.3
6156;19/02/2026;353.3;23.6;376.9
6125;08/02/2026;353.3;23.5;376.8
6128;16/02/2026;353.4;23.5;376.9
2319;07/02/2026;;23.4;23.4
6018;09/02/2026;752.7;23.4;776.1
6036;14/02/2026;263.1;23.4;286.5
6075;09/02/2026;353.3;23.3;376.6
6085;17/02/2026;353.2;23.3;376.5
2222;25/02/2026;;23.2;23.2
2272;13/02/2026;488.4;23.2;511.6
6029;21/02/2026;688.8;23.2;712
6086;28/02/2026;353.2;23.2;376.4
2262;07/02/2026;479.2;23.1;502.3
6018;05/02/2026;46.8;227.8;274.6
6145;18/02/2026;1.7;226.4;228.1
6199;12/02/2026;520.3;226.3;746.6
6194;13/02/2026;;225.8;225.8
6076;11/02/2026;367.4;225.2;592.6
6204;22/02/2026;0.6;224.5;225.1
6117;01/02/2026;;223.1;223.1
6014;10/02/2026;243.3;222.1;465.4
6124;16/02/2026;533.6;221.2;754.8
6066;06/02/2026;245.6;220.1;465.7
6124;05/02/2026;489.1;22.9;512
6035;28/02/2026;354.7;22.7;377.4
6159;26/02/2026;324.9;22.6;347.5
6128;22/02/2026;;22.5;22.5
6229;14/02/2026;465.2;22.5;487.7
6249;14/02/2026;353.8;22.5;376.3
2262;21/02/2026;488.6;22.4;511
6053;04/02/2026;540.5;22.4;562.9
2232;04/02/2026;491.2;22.3;513.5
6056;16/02/2026;;22.3;22.3
2252;13/02/2026;118.8;22.1;140.9
6053;25/02/2026;559.5;22.1;581.6
6059;20/02/2026;510.7;22.1;532.8
6063;03/02/2026;512.4;22.1;534.5
6075;22/02/2026;250.9;22.1;273
6204;10/02/2026;202.1;219.9;422
207;25/02/2026;;217.1;217.1
6314;22/02/2026;1107.9;215.6;1323.5
6044;06/02/2026;256.7;214.9;471.6
6103;22/02/2026;241.5;214.5;456
6155;06/02/2026;;212.8;212.8
6088;21/02/2026;790;212.6;1002.6
6069;07/02/2026;;211.9;211.9
6095;10/02/2026;362.6;211.6;574.2
6019;13/02/2026;776.6;211.1;987.7
6073;05/02/2026;910.7;210.7;1121.4
2232;09/02/2026;352.1;21.9;374
2232;16/02/2026;488.2;21.9;510.1
6165;23/02/2026;;21.9;21.9
6209;10/02/2026;712.9;21.9;734.8
6194;16/02/2026;117.9;21.6;139.5
247;26/02/2026;;21.5;21.5
6077;12/02/2026;609.5;21.5;631
2222;23/02/2026;;21.4;21.4
6044;05/02/2026;623.4;21.4;644.8
6194;24/02/2026;250;21.4;271.4
6015;23/02/2026;251.3;21.3;272.6
6045;10/02/2026;653.4;21.3;674.7
2222;20/02/2026;490;21.2;511.2
6018;25/02/2026;422.2;21.2;443.4
6188;12/02/2026;532.1;21.2;553.3
6108;09/02/2026;699.4;21.1;720.5
6149;20/02/2026;;209.4;209.4
6073;19/02/2026;950.5;207.7;1158.2
6179;21/02/2026;984.1;206.9;1191
6083;06/02/2026;976.1;206.5;1182.6
6037;28/02/2026;961;206.1;1167.1
6235;18/02/2026;976.6;205.8;1182.4
6254;27/02/2026;971.1;205.7;1176.8
6218;03/02/2026;353.1;204.9;558
6248;20/02/2026;251.3;204.8;456.1
6314;24/02/2026;941.4;204.8;1146.2
6204;03/02/2026;;203.2;203.2
6169;22/02/2026;;202.5;202.5
6159;01/02/2026;;201.4;201.4
6059;21/02/2026;965.8;200.7;1166.5
6125;17/02/2026;;200.4;200.4
6019;16/02/2026;371.4;200.1;571.5
6033;11/02/2026;258.3;20.8;279.1
6107;14/02/2026;794.7;20.8;815.5
6156;12/02/2026;251.6;20.8;272.4
6314;13/02/2026;891.9;20.8;912.7
6053;19/02/2026;576;20.7;596.7
6109;15/02/2026;;20.6;20.6
6155;03/02/2026;484.5;20.6;505.1
6029;09/02/2026;591.2;20.5;611.7
6116;28/02/2026;396;20.4;416.4
6129;28/02/2026;785.6;20.4;806
2232;05/02/2026;489.8;20.3;510.1
6029;13/02/2026;870.9;20.2;891.1
6136;08/02/2026;414.8;20.1;434.9
6137;08/02/2026;;20.1;20.1
6245;27/02/2026;587.2;20.1;607.3
6264;28/02/2026;1275.2;20.1;1295.3
6023;02/02/2026;125.4;2.9;128.3
6028;03/02/2026;786;2.9;788.9
6044;07/02/2026;313.2;2.9;316.1
6058;23/02/2026;187.8;2.9;190.7
6059;01/02/2026;459.7;2.9;462.6
6069;12/02/2026;963.8;2.9;966.7
6078;14/02/2026;129.3;2.9;132.2
6079;20/02/2026;415.8;2.9;418.7
6083;21/02/2026;684.8;2.9;687.7
6088;15/02/2026;445.1;2.9;448
6108;14/02/2026;443;2.9;445.9
6119;06/02/2026;213.8;2.9;216.7
6119;20/02/2026;584.1;2.9;587
6126;23/02/2026;130.5;2.9;133.4
6127;18/02/2026;584.2;2.9;587.1
6137;24/02/2026;693.3;2.9;696.2
6145;10/02/2026;446;2.9;448.9
6149;25/02/2026;715.6;2.9;718.5
6165;11/02/2026;555.1;2.9;558
6165;22/02/2026;699.5;2.9;702.4
6168;13/02/2026;444.5;2.9;447.4
6168;22/02/2026;279.7;2.9;282.6
6178;10/02/2026;626.4;2.9;629.3
6235;24/02/2026;413.6;2.9;416.5
6238;12/02/2026;393.2;2.9;396.1
6248;08/02/2026;447.7;2.9;450.6
6265;21/02/2026;390.1;2.9;393
6289;28/02/2026;444.1;2.9;447
6295;20/02/2026;398.1;2.9;401
6305;04/02/2026;396.2;2.9;399.1
6309;21/02/2026;445.9;2.9;448.8
6324;02/02/2026;;2.9;2.9
6344;08/02/2026;682.3;2.9;685.2
2262;04/02/2026;484.8;2.8;487.6
2272;22/02/2026;513.3;2.8;516.1
6014;24/02/2026;535.2;2.8;538
6028;26/02/2026;832.1;2.8;834.9
6029;18/02/2026;886.9;2.8;889.7
6029;24/02/2026;333;2.8;335.8
6058;06/02/2026;830.5;2.8;833.3
6058;11/02/2026;815.2;2.8;818
6075;20/02/2026;128.8;2.8;131.6
6079;22/02/2026;266.7;2.8;269.5
6079;27/02/2026;200.6;2.8;203.4
6083;27/02/2026;693.1;2.8;695.9
6088;10/02/2026;444;2.8;446.8
6124;08/02/2026;509.1;2.8;511.9
6188;10/02/2026;348.2;2.8;351
6208;27/02/2026;379.4;2.8;382.2
6209;22/02/2026;547.9;2.8;550.7
6219;23/02/2026;443.8;2.8;446.6
6224;03/02/2026;492.5;2.8;495.3
6279;03/02/2026;443.4;2.8;446.2
6344;13/02/2026;718.1;2.8;720.9
6014;27/02/2026;538.8;2.7;541.5
6016;09/02/2026;121.7;2.7;124.4
6033;28/02/2026;423.3;2.7;426
6038;26/02/2026;123.4;2.7;126.1
6039;21/02/2026;252.4;2.7;255.1
6044;22/02/2026;175.7;2.7;178.4
6044;25/02/2026;253.3;2.7;256
6047;12/02/2026;257.1;2.7;259.8
6067;08/02/2026;309.5;2.7;312.2
6067;21/02/2026;692.3;2.7;695
6093;22/02/2026;372.4;2.7;375.1
6129;03/02/2026;261.3;2.7;264
6137;12/02/2026;415.9;2.7;418.6
6137;22/02/2026;693.7;2.7;696.4
6159;27/02/2026;811.9;2.7;814.6
6178;04/02/2026;756.1;2.7;758.8
6188;21/02/2026;875.8;2.7;878.5
6189;12/02/2026;693.5;2.7;696.2
6205;23/02/2026;386.2;2.7;388.9
6219;04/02/2026;428.3;2.7;431
6225;17/02/2026;555.2;2.7;557.9
6238;14/02/2026;755.4;2.7;758.1
6254;09/02/2026;384.5;2.7;387.2
6018;24/02/2026;798.6;2.6;801.2
6026;21/02/2026;391.9;2.6;394.5
6047;15/02/2026;421.2;2.6;423.8
6059;03/02/2026;469.8;2.6;472.4
6093;19/02/2026;29.9;2.6;32.5
6095;14/02/2026;259.5;2.6;262.1
6128;11/02/2026;756.4;2.6;759
6139;17/02/2026;415.9;2.6;418.5
6165;15/02/2026;423.7;2.6;426.3
6179;10/02/2026;260.8;2.6;263.4
6185;10/02/2026;435.4;2.6;438
6238;03/02/2026;544.3;2.6;546.9
6239;05/02/2026;767.8;2.6;770.4
6254;07/02/2026;186.4;2.6;189
6254;21/02/2026;622.3;2.6;624.9
6264;14/02/2026;833.5;2.6;836.1
6269;27/02/2026;124.1;2.6;126.7
6274;24/02/2026;580;2.6;582.6
6274;28/02/2026;518.8;2.6;521.4
6345;16/02/2026;513;2.6;515.6
2222;11/02/2026;490.2;2.5;492.7
6017;10/02/2026;527;2.5;529.5
6067;13/02/2026;408.4;2.5;410.9
6067;18/02/2026;574.4;2.5;576.9
6077;23/02/2026;525.5;2.5;528
6086;07/02/2026;260.1;2.5;262.6
6097;14/02/2026;272.4;2.5;274.9
6105;03/02/2026;277.1;2.5;279.6
6137;13/02/2026;236.3;2.5;238.8
6148;09/02/2026;;2.5;2.5
6157;25/02/2026;245;2.5;247.5
6229;11/02/2026;412;2.5;414.5
6254;16/02/2026;592.7;2.5;595.2
6265;17/02/2026;430.8;2.5;433.3
6274;26/02/2026;657.1;2.5;659.6
6275;28/02/2026;553;2.5;555.5
6344;19/02/2026;610.3;2.5;612.8
6047;14/02/2026;435.9;2.4;438.3
6053;11/02/2026;184.6;2.4;187
6147;10/02/2026;535.5;2.4;537.9
6209;20/02/2026;309.4;2.4;311.8
6235;12/02/2026;689.5;2.4;691.9
6235;16/02/2026;635.9;2.4;638.3
6284;27/02/2026;281;2.4;283.4
6305;17/02/2026;742.3;2.4;744.7
6305;23/02/2026;511.8;2.4;514.2
6335;22/02/2026;907.9;2.4;910.3
6355;18/02/2026;659.4;2.4;661.8
6355;24/02/2026;636.9;2.4;639.3
6043;15/02/2026;406.9;2.3;409.2
6043;17/02/2026;322.5;2.3;324.8
6046;24/02/2026;134.1;2.3;136.4
6047;09/02/2026;405.9;2.3;408.2
6054;15/02/2026;145.4;2.3;147.7
6157;15/02/2026;465.1;2.3;467.4
6158;22/02/2026;129.5;2.3;131.8
6159;21/02/2026;61.2;2.3;63.5
6159;25/02/2026;867.5;2.3;869.8
6169;13/02/2026;127.5;2.3;129.8
6175;07/02/2026;621;2.3;623.3
6175;15/02/2026;530.5;2.3;532.8
6208;02/02/2026;626.7;2.3;629
6215;15/02/2026;466.8;2.3;469.1
6264;02/02/2026;697.6;2.3;699.9
6264;04/02/2026;709.2;2.3;711.5
6295;16/02/2026;339;2.3;341.3
6305;13/02/2026;559.6;2.3;561.9
6305;21/02/2026;573;2.3;575.3
6314;06/02/2026;606.4;2.3;608.7
6355;20/02/2026;589.3;2.3;591.6
6355;22/02/2026;586.8;2.3;589.1
6016;26/02/2026;129;2.2;131.2
6048;25/02/2026;749.9;2.2;752.1
6058;01/02/2026;811.1;2.2;813.3
6116;22/02/2026;134.3;2.2;136.5
6135;10/02/2026;129.6;2.2;131.8
6159;16/02/2026;488.8;2.2;491
6169;18/02/2026;524.6;2.2;526.8
6175;01/02/2026;471.9;2.2;474.1
6175;03/02/2026;568.4;2.2;570.6
6175;11/02/2026;708.7;2.2;710.9
6178;15/02/2026;129.4;2.2;131.6
6195;27/02/2026;688.6;2.2;690.8
6209;15/02/2026;;2.2;2.2
6215;17/02/2026;238.4;2.2;240.6
6224;20/02/2026;175.7;2.2;177.9
6254;01/02/2026;904.1;2.2;906.3
6305;15/02/2026;610.4;2.2;612.6
6345;10/02/2026;883.7;2.2;885.9
6044;17/02/2026;356.9;2.1;359
6056;12/02/2026;486.3;2.1;488.4
6129;12/02/2026;521.5;2.1;523.6
6195;25/02/2026;567.9;2.1;570
6235;28/02/2026;488;2.1;490.1
6335;14/02/2026;509.3;2.1;511.4
6168;11/02/2026;352.5;199.4;551.9
6147;18/02/2026;;199.3;199.3
6238;26/02/2026;132.3;198.8;331.1
6029;12/02/2026;894.5;198.2;1092.7
6265;09/02/2026;934;198.1;1132.1
6169;15/02/2026;;197.8;197.8
6194;05/02/2026;225.4;195.8;421.2
6038;02/02/2026;251.1;195.3;446.4
6023;27/02/2026;;194.3;194.3
6068;02/02/2026;433.7;193.8;627.5
6029;02/02/2026;650.1;193.3;843.4
6033;14/02/2026;460.7;192.1;652.8
6076;03/02/2026;334.6;191.8;526.4
6095;27/02/2026;;191.5;191.5
6254;24/02/2026;345.2;190.6;535.8
2212;03/02/2026;490.4;19.9;510.3
6053;23/02/2026;583.4;19.9;603.3
6255;21/02/2026;605.4;19.9;625.3
6195;28/02/2026;762.5;19.8;782.3
6314;10/02/2026;626.7;19.7;646.4
6107;18/02/2026;684.9;19.6;704.5
6295;17/02/2026;603.6;19.6;623.2
6043;01/02/2026;563.4;19.5;582.9
6097;25/02/2026;756.7;19.5;776.2
6116;12/02/2026;791.3;19.5;810.8
6204;18/02/2026;418.4;19.5;437.9
6209;08/02/2026;855.1;19.5;874.6
6265;23/02/2026;673.5;19.5;693
6159;10/02/2026;619.1;19.4;638.5
6235;26/02/2026;670.5;19.4;689.9
6324;19/02/2026;289.2;19.4;308.6
6245;16/02/2026;553.9;19.3;573.2
6248;17/02/2026;427.4;19.3;446.7
6309;07/02/2026;353.8;19.3;373.1
6125;03/02/2026;288.9;19.2;308.1
6215;20/02/2026;664.7;19.2;683.9
6325;09/02/2026;616.8;19.2;636
6325;24/02/2026;533.7;19.2;552.9
6345;21/02/2026;781.4;19.2;800.6
6053;13/02/2026;626;19.1;645.1
6053;15/02/2026;564.9;19.1;584
6076;10/02/2026;427.5;19.1;446.6
6205;01/02/2026;640.3;19.1;659.4
6225;11/02/2026;552.1;19.1;571.2
6305;06/02/2026;582.3;19.1;601.4
6073;15/02/2026;368.4;189.6;558
6128;18/02/2026;355.5;189.4;544.9
6073;25/02/2026;540.8;187.7;728.5
6083;15/02/2026;466.2;187.7;653.9
6249;10/02/2026;626.6;187.5;814.1
6018;27/02/2026;333.7;185.5;519.2
6249;24/02/2026;625.5;185.3;810.8
2272;15/02/2026;118;185.1;303.1
2212;16/02/2026;237.4;184.5;421.9
6219;13/02/2026;249.8;184.4;434.2
6219;17/02/2026;249.6;183.2;432.8
6126;18/02/2026;122.5;182.8;305.3
6107;22/02/2026;;182.7;182.7
6148;21/02/2026;247.7;181.9;429.6
6309;08/02/2026;176.3;180.3;356.6
6294;26/02/2026;351.1;180.1;531.2
2212;14/02/2026;477.9;18.9;496.8
6035;04/02/2026;358.6;18.9;377.5
6038;16/02/2026;420.4;18.9;439.3
6056;11/02/2026;118.7;18.9;137.6
6128;15/02/2026;427.8;18.9;446.7
6188;05/02/2026;297;18.9;315.9
6225;15/02/2026;646.8;18.9;665.7
6239;23/02/2026;207;18.9;225.9
6309;01/02/2026;29.9;18.9;48.8
6345;22/02/2026;560.6;18.9;579.5
6037;01/02/2026;743.3;18.8;762.1
6053;08/02/2026;584.3;18.8;603.1
6105;25/02/2026;427.2;18.8;446
6128;20/02/2026;353.7;18.8;372.5
6248;01/02/2026;354.1;18.8;372.9
6314;26/02/2026;289.1;18.8;307.9
2222;10/02/2026;118.9;18.7;137.6
6053;17/02/2026;559;18.7;577.7
6125;07/02/2026;665.7;18.7;684.4
6125;09/02/2026;355.5;18.7;374.2
6165;13/02/2026;551.5;18.7;570.2
6083;17/02/2026;944.2;18.6;962.8
6128;19/02/2026;427.3;18.6;445.9
6107;19/02/2026;757.2;18.5;775.7
6116;06/02/2026;353;18.5;371.5
6155;21/02/2026;128.8;18.5;147.3
2232;20/02/2026;118.9;18.4;137.3
6103;10/02/2026;999.8;18.4;1018.2
6156;11/02/2026;529.4;18.4;547.8
6054;06/02/2026;654.2;18.3;672.5
6077;04/02/2026;;18.3;18.3
6209;16/02/2026;;18.3;18.3
6057;19/02/2026;646.8;18.2;665
6103;11/02/2026;943.2;18.2;961.4
6248;02/02/2026;355.8;18.2;374
6038;06/02/2026;624.4;18.1;642.5
6047;18/02/2026;;18.1;18.1
6188;08/02/2026;518.4;18.1;536.5
6019;09/02/2026;289.3;177.3;466.6
6098;01/02/2026;;175.5;175.5
6149;18/02/2026;434.7;175.2;609.9
2262;01/02/2026;106.8;174.7;281.5
207;09/02/2026;;174.1;174.1
6047;17/02/2026;369.5;173.8;543.3
6155;07/02/2026;478.9;171.9;650.8
6037;07/02/2026;595;171.8;766.8
6047;02/02/2026;789.8;17.9;807.7
6059;17/02/2026;307.7;17.8;325.5
6103;05/02/2026;940.6;17.8;958.4
6076;05/02/2026;201.4;17.7;219.1
6118;01/02/2026;518.4;17.7;536.1
6175;24/02/2026;891.2;17.6;908.8
6309;04/02/2026;;17.6;17.6
6056;19/02/2026;621.7;17.5;639.2
6158;23/02/2026;621.6;17.5;639.1
6215;27/02/2026;519.7;17.5;537.2
6063;20/02/2026;562.8;17.4;580.2
6078;15/02/2026;622.5;17.4;639.9
6083;19/02/2026;816.7;17.4;834.1
6194;03/02/2026;286;17.4;303.4
6026;12/02/2026;476.6;17.3;493.9
6063;18/02/2026;502;17.3;519.3
6063;28/02/2026;532;17.3;549.3
6103;03/02/2026;913.8;17.3;931.1
6109;17/02/2026;897;17.3;914.3
6228;16/02/2026;623.4;17.3;640.7
6063;16/02/2026;538.4;17.2;555.6
6063;26/02/2026;554.9;17.2;572.1
6096;21/02/2026;389.7;17.2;406.9
6063;24/02/2026;512.8;17.1;529.9
6205;09/02/2026;1323.7;17.1;1340.8
6264;09/02/2026;639.9;17.1;657
6335;23/02/2026;1076.3;17.1;1093.4
6295;27/02/2026;854;165.2;1019.2
207;26/02/2026;;163.5;163.5
6026;04/02/2026;338.9;160.8;499.7
6089;24/02/2026;866.5;160.6;1027.1
2212;02/02/2026;118.8;16.9;135.7
6063;07/02/2026;522.8;16.9;539.7
6156;26/02/2026;329.9;16.9;346.8
2222;14/02/2026;115.8;16.8;132.6
2262;09/02/2026;118.9;16.8;135.7
6118;08/02/2026;475.9;16.8;492.7
6309;05/02/2026;378.6;16.8;395.4
6025;05/02/2026;382.6;16.7;399.3
6063;05/02/2026;557;16.7;573.7
6063;09/02/2026;525.8;16.7;542.5
6156;13/02/2026;477.3;16.7;494
6156;18/02/2026;380;16.7;396.7
6254;13/02/2026;1208.9;16.7;1225.6
6355;14/02/2026;1049.8;16.7;1066.5
6085;24/02/2026;330.4;16.6;347
6108;11/02/2026;392;16.5;408.5
6249;05/02/2026;378.5;16.5;395
6255;05/02/2026;1025.7;16.5;1042.2
6289;27/02/2026;425.9;16.5;442.4
6059;19/02/2026;567.4;16.3;583.7
6075;23/02/2026;475.9;16.3;492.2
6224;19/02/2026;118.9;16.3;135.2
6045;27/02/2026;475;16.2;491.2
2212;28/02/2026;119.1;16.1;135.2
2232;10/02/2026;118.8;16.1;134.9
6185;09/02/2026;1098.4;16.1;1114.5
6239;19/02/2026;841.9;16.1;858
6066;05/02/2026;211.7;159.7;371.4
6304;20/02/2026;159.4;158.6;318
6016;17/02/2026;134;158.3;292.3
6109;05/02/2026;443.8;157.5;601.3
6119;10/02/2026;848.7;156.6;1005.3
6118;03/02/2026;465;156.4;621.4
6126;05/02/2026;262.6;156.4;419
6095;02/02/2026;452.2;156.2;608.4
6035;26/02/2026;;155.6;155.6
6029;06/02/2026;;155.5;155.5
2212;21/02/2026;118.3;154.4;272.7
6035;23/02/2026;259.3;154.1;413.4
2232;22/02/2026;118.2;153.6;271.8
6324;28/02/2026;646.5;153.6;800.1
2262;02/02/2026;355.5;152.8;508.3
2272;23/02/2026;358.2;152.2;510.4
6119;09/02/2026;385.1;151.5;536.6
6219;25/02/2026;529.5;151.1;680.6
6299;18/02/2026;520.3;150.7;671
6116;04/02/2026;262.6;15.9;278.5
6135;12/02/2026;262.9;15.9;278.8
6264;22/02/2026;1140.8;15.9;1156.7
6275;25/02/2026;1032.1;15.9;1048
6334;25/02/2026;1370.1;15.9;1386
6073;21/02/2026;468.8;15.8;484.6
6157;11/02/2026;1160.7;15.8;1176.5
6015;01/02/2026;617.1;15.7;632.8
6033;13/02/2026;911.3;15.7;927
247;06/02/2026;;15.6;15.6
6023;18/02/2026;;15.6;15.6
6039;24/02/2026;988.5;15.6;1004.1
6194;17/02/2026;379.5;15.6;395.1
6324;17/02/2026;1102.6;15.6;1118.2
6129;11/02/2026;651.2;15.5;666.7
6228;17/02/2026;406.1;15.4;421.5
6285;27/02/2026;865.9;15.4;881.3
6175;27/02/2026;1279.3;15.3;1294.6
6033;19/02/2026;885.6;15.2;900.8
6035;27/02/2026;389.8;15.2;405
6299;08/02/2026;621.2;15.1;636.3
6093;24/02/2026;512.6;148.7;661.3
6015;22/02/2026;298.8;147.8;446.6
6069;06/02/2026;487.9;147.5;635.4
6085;13/02/2026;597.6;147.3;744.9
6025;21/02/2026;;144.8;144.8
6083;24/02/2026;333.1;142.8;475.9
6189;10/02/2026;341.5;142.3;483.8
6239;06/02/2026;439.3;141.9;581.2
6086;25/02/2026;476.8;140.9;617.7
6168;02/02/2026;122.5;140.8;263.3
6228;01/02/2026;123;140.8;263.8
6248;03/02/2026;122.4;140.7;263.1
6056;17/02/2026;;140.5;140.5
6138;01/02/2026;262.6;140.5;403.1
6205;12/02/2026;772.6;140.5;913.1
6045;01/02/2026;274.7;140.4;415.1
6083;14/02/2026;;140.4;140.4
6057;04/02/2026;1021.1;14.9;1036
6089;02/02/2026;581.8;14.9;596.7
6099;24/02/2026;678.1;14.9;693
6168;26/02/2026;262.2;14.9;277.1
6073;07/02/2026;1177.6;14.8;1192.4
6108;08/02/2026;428.3;14.8;443.1
6324;20/02/2026;586.9;14.8;601.7
6344;10/02/2026;1115.7;14.8;1130.5
6033;07/02/2026;875.6;14.7;890.3
6139;05/02/2026;306;14.7;320.7
6148;15/02/2026;335.9;14.7;350.6
6165;21/02/2026;1211.4;14.7;1226.1
6168;16/02/2026;252.5;14.7;267.2
6305;25/02/2026;1172.5;14.7;1187.2
6324;21/02/2026;895;14.7;909.7
6076;13/02/2026;604.3;14.6;618.9
6156;27/02/2026;385.6;14.6;400.2
6168;12/02/2026;428.4;14.6;443
6168;14/02/2026;262.4;14.6;277
6175;23/02/2026;1294.5;14.6;1309.1
6185;25/02/2026;1250.1;14.6;1264.7
6314;12/02/2026;1260.4;14.6;1275
2222;15/02/2026;545.7;14.5;560.2
6083;11/02/2026;1165.6;14.5;1180.1
6155;04/02/2026;352.2;14.5;366.7
6245;11/02/2026;1278.3;14.5;1292.8
6017;13/02/2026;606.4;14.4;620.8
6085;18/02/2026;428.7;14.4;443.1
6088;18/02/2026;727.8;14.4;742.2
6098;10/02/2026;745.3;14.4;759.7
6118;12/02/2026;176.4;14.4;190.8
6199;18/02/2026;675.4;14.4;689.8
6314;17/02/2026;1232.1;14.4;1246.5
6073;16/02/2026;1258.8;14.3;1273.1
6086;23/02/2026;483.6;14.3;497.9
6105;11/02/2026;385.5;14.3;399.8
6195;22/02/2026;1281.3;14.3;1295.6
6228;27/02/2026;807;14.3;821.3
6299;03/02/2026;428.6;14.3;442.9
6067;04/02/2026;695.4;14.2;709.6
6107;12/02/2026;586.1;14.2;600.3
6108;22/02/2026;394.6;14.2;408.8
6185;23/02/2026;1261.4;14.2;1275.6
6188;09/02/2026;619.9;14.2;634.1
6209;21/02/2026;348.5;14.2;362.7
6274;12/02/2026;847.8;14.2;862
6305;10/02/2026;1283.5;14.2;1297.7
6078;13/02/2026;373.6;14.1;387.7
6254;15/02/2026;1308.2;14.1;1322.3
6145;06/02/2026;244.6;139.9;384.5
6155;02/02/2026;384.7;139.7;524.4
6026;11/02/2026;395.8;139.5;535.3
6096;01/02/2026;129.6;139.2;268.8
6098;13/02/2026;125.5;139.1;264.6
6178;03/02/2026;464.3;138.6;602.9
6146;13/02/2026;129;138.4;267.4
6215;21/02/2026;549.7;138.2;687.9
6249;03/02/2026;122.3;138.2;260.5
207;13/02/2026;;137.9;137.9
6219;28/02/2026;;137.8;137.8
6025;02/02/2026;271.8;137.7;409.5
6026;01/02/2026;129.5;137.6;267.1
6128;21/02/2026;306.2;137.5;443.7
6289;17/02/2026;119.6;137.3;256.9
2262;14/02/2026;248.2;137.1;385.3
6103;17/02/2026;603.7;137.1;740.8
6228;02/02/2026;314.9;137.1;452
207;12/02/2026;;136.6;136.6
6053;03/02/2026;672.5;136.4;808.9
6244;02/02/2026;;136.4;136.4
6168;19/02/2026;355.9;136.2;492.1
6096;25/02/2026;;136.1;136.1
6107;05/02/2026;698.7;135.8;834.5
6026;03/02/2026;337.3;135.7;473
6136;01/02/2026;;135.5;135.5
6033;03/02/2026;782.8;135.4;918.2
6194;01/02/2026;201.7;135.2;336.9
6028;13/02/2026;601.3;135.1;736.4
6028;01/02/2026;400.8;134.8;535.6
6028;09/02/2026;604.8;134.8;739.6
6046;13/02/2026;;134.8;134.8
6045;26/02/2026;526.6;134.7;661.3
6046;15/02/2026;;134.7;134.7
6096;14/02/2026;396.2;134.6;530.8
6098;25/02/2026;258.9;134.6;393.5
6194;23/02/2026;;134.6;134.6
6239;13/02/2026;250.6;134.6;385.2
6036;28/02/2026;;134.3;134.3
6077;03/02/2026;360.3;133.9;494.2
6249;18/02/2026;375.9;133.8;509.7
6085;06/02/2026;428.3;133.7;562
6053;01/02/2026;648.4;133.4;781.8
6116;09/02/2026;122.8;133.3;256.1
6299;21/02/2026;378.1;132.8;510.9
6036;18/02/2026;;132.7;132.7
6124;04/02/2026;173.3;132.7;306
6309;02/02/2026;584.5;132.7;717.2
6058;15/02/2026;407.9;132.5;540.4
6158;18/02/2026;260.3;132.5;392.8
6289;20/02/2026;430.6;132.5;563.1
6147;24/02/2026;307.8;132.2;440
6148;23/02/2026;347.1;132.2;479.3
6279;02/02/2026;305.4;132.2;437.6
6125;05/02/2026;360.9;131.9;492.8
6028;02/02/2026;602.9;131.8;734.7
6026;06/02/2026;262.9;131.7;394.6
6108;05/02/2026;306;131.7;437.7
2232;27/02/2026;357.7;131.6;489.3
6156;04/02/2026;260.7;131.5;392.2
6169;02/02/2026;204.6;131.3;335.9
6309;15/02/2026;431.7;131.3;563
6309;14/02/2026;572.9;131.2;704.1
6085;16/02/2026;;130.8;130.8
6189;05/02/2026;936.9;130.7;1067.6
6345;08/02/2026;680.6;130.5;811.1
6046;04/02/2026;130.7;130.1;260.8
6156;15/02/2026;177.1;130.1;307.2
2272;19/02/2026;485.7;13.9;499.6
6033;21/02/2026;898.8;13.9;912.7
6033;25/02/2026;731.8;13.9;745.7
6105;26/02/2026;621.5;13.9;635.4
6129;18/02/2026;953.7;13.9;967.6
6168;15/02/2026;621.1;13.9;635
6235;07/02/2026;1274.6;13.9;1288.5
6285;26/02/2026;1306.5;13.9;1320.4
6294;04/02/2026;585.9;13.9;599.8
6033;27/02/2026;838.9;13.8;852.7
6126;21/02/2026;384.8;13.8;398.6
6175;21/02/2026;1288.3;13.8;1302.1
6025;25/02/2026;177.8;13.7;191.5
6149;08/02/2026;698.8;13.7;712.5
6245;25/02/2026;363;13.7;376.7
6249;15/02/2026;372;13.6;385.6
6274;01/02/2026;647.1;13.6;660.7
6025;28/02/2026;373.5;13.5;387
6054;14/02/2026;629.9;13.5;643.4
6075;13/02/2026;385.7;13.5;399.2
6107;06/02/2026;768.3;13.5;781.8
6028;12/02/2026;255.6;13.4;269
6058;04/02/2026;353.8;13.4;367.2
6148;16/02/2026;619.7;13.4;633.1
6218;02/02/2026;376.8;13.4;390.2
6265;05/02/2026;1056.4;13.4;1069.8
6304;28/02/2026;;13.4;13.4
